Name,GoalKeeping,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Taras Burlak,11.2,11.0,7.0,14.0,12.0,12.0
Rafael Martins,12.0,10.0,10.0,15.0,14.0,11.0
Benjamin Corgnet,11.6,14.0,15.0,8.0,15.0,6.0
Deniz Yılmaz,11.8,9.0,11.0,14.0,11.0,14.0
Mihai Răduţ,10.6,12.0,15.0,9.0,10.0,7.0
Bruno Uvini,14.2,11.0,16.0,14.0,15.0,15.0
Isaac Cuenca,11.8,15.0,13.0,15.0,7.0,9.0
Christopher Schindler,10.2,12.0,6.0,10.0,11.0,12.0
Camilo,9.6,6.0,14.0,12.0,6.0,10.0
Luis Pedro Cavanda,10.6,9.0,15.0,5.0,9.0,15.0
Mike te Wierik,12.8,12.0,13.0,13.0,12.0,14.0
Adama Soumaoro,10.8,16.0,6.0,8.0,10.0,14.0
Michael Esser,71.0,71.0,73.0,69.0,69.0,73.0
Nicolai Boilesen,13.4,9.0,11.0,16.0,15.0,16.0
Miloš Kosanović,9.2,10.0,8.0,6.0,12.0,10.0
Ahmet İlhan Özek,12.8,11.0,13.0,16.0,15.0,9.0
Léo Lacroix,11.8,15.0,9.0,15.0,9.0,11.0
Lars Unnerstall,69.8,69.0,69.0,65.0,71.0,75.0
Romain Métanire,12.6,7.0,13.0,15.0,14.0,14.0
Balázs Megyeri,73.6,75.0,69.0,79.0,67.0,78.0
Taulant Xhaka,11.6,14.0,11.0,14.0,8.0,11.0
Michael Gregoritsch,9.4,16.0,10.0,9.0,6.0,6.0
Matías Aguirregaray,10.8,8.0,11.0,10.0,16.0,9.0
Pablo Chavarría,11.0,13.0,9.0,11.0,15.0,7.0
Mathieu Duhamel,10.8,11.0,9.0,9.0,11.0,14.0
Marc Rzatkowski,13.6,16.0,16.0,10.0,15.0,11.0
Manuel Riemann,71.8,71.0,72.0,75.0,67.0,74.0
Anthony Losilla,10.2,10.0,16.0,10.0,8.0,7.0
Amir Abrashi,14.0,13.0,16.0,13.0,16.0,12.0
Ji Dong Won,12.8,13.0,10.0,14.0,11.0,16.0
Álex Fernández,12.8,16.0,16.0,12.0,14.0,6.0
Mehmet Batdal,10.2,12.0,8.0,11.0,12.0,8.0
Dennis Appiah,10.0,13.0,9.0,11.0,8.0,9.0
Sergey Tkachev,9.2,9.0,7.0,6.0,8.0,16.0
Isaac Cofie,9.6,5.0,8.0,15.0,5.0,15.0
Uroš Ćosić,11.0,8.0,14.0,15.0,6.0,12.0
Raoul Cedric Loé,9.8,10.0,12.0,6.0,6.0,15.0
Carlos Ruiz,9.8,7.0,15.0,13.0,7.0,7.0
Johan Larsson,13.4,16.0,13.0,6.0,16.0,16.0
George Thorne,13.4,11.0,16.0,16.0,12.0,12.0
Bryan Oviedo,11.4,10.0,11.0,8.0,12.0,16.0
Greg Cunningham,11.8,11.0,16.0,9.0,16.0,7.0
Marcel Büchel,5.8,7.0,8.0,3.0,4.0,7.0
Damian Dąbrowski,8.6,16.0,6.0,6.0,6.0,9.0
Alex,11.4,11.0,6.0,12.0,14.0,14.0
Yann-Erik de Lanlay,11.0,7.0,16.0,13.0,7.0,12.0
Pajtim Kasami,8.6,8.0,8.0,9.0,12.0,6.0
Juninho,13.0,7.0,15.0,13.0,15.0,15.0
Dejan Lazarević,9.4,9.0,8.0,11.0,10.0,9.0
Nuno Reis,12.0,7.0,11.0,14.0,13.0,15.0
Oscar Boniek García,12.4,13.0,13.0,15.0,12.0,9.0
Baena,12.0,8.0,15.0,13.0,10.0,14.0
Mathew Leckie,8.4,6.0,8.0,8.0,10.0,10.0
Rizvan Utsiev,10.8,10.0,11.0,9.0,11.0,13.0
Cristian Erbes,11.0,9.0,15.0,6.0,9.0,16.0
Ryan Mendes,8.8,6.0,6.0,11.0,12.0,9.0
Diego Contento,11.8,15.0,11.0,9.0,13.0,11.0
Fuentes,13.0,11.0,13.0,13.0,12.0,16.0
Rafał Gikiewicz,72.4,71.0,72.0,75.0,70.0,74.0
May Mahlangu,12.4,11.0,16.0,13.0,9.0,13.0
Dorian Lévêque,8.8,9.0,14.0,6.0,6.0,9.0
Flavio Paixão,12.6,9.0,11.0,16.0,16.0,11.0
Adam Forshaw,11.6,13.0,10.0,12.0,7.0,16.0
Portillo,12.8,16.0,14.0,8.0,15.0,11.0
Izet Hajrović,9.8,9.0,11.0,11.0,11.0,7.0
Juan Domínguez,10.6,16.0,12.0,6.0,9.0,10.0
Cauê,10.8,9.0,9.0,16.0,13.0,7.0
Žarko Tomašević,10.2,9.0,13.0,8.0,11.0,10.0
Vasco Regini,10.2,14.0,8.0,11.0,8.0,10.0
Marcel Correia,10.6,10.0,13.0,12.0,7.0,11.0
Diego Novaretti,9.4,12.0,6.0,7.0,11.0,11.0
Douglas,13.0,15.0,9.0,16.0,12.0,13.0
Andile Jali,12.2,13.0,14.0,12.0,7.0,15.0
Fabian Giefer,69.2,72.0,75.0,57.0,66.0,76.0
Aleksandar Ignjovski,9.2,10.0,7.0,8.0,15.0,6.0
Ben Marshall,8.2,6.0,9.0,7.0,10.0,9.0
Iván Pillud,11.0,11.0,16.0,7.0,14.0,7.0
Bram Nuytinck,8.8,12.0,7.0,10.0,6.0,9.0
Matthieu Saunier,11.6,13.0,8.0,11.0,12.0,14.0
Mateusz Klich,12.8,11.0,11.0,12.0,16.0,14.0
Mustapha Diallo,11.2,13.0,8.0,7.0,12.0,16.0
Fabián Rinaudo,13.2,15.0,15.0,15.0,12.0,9.0
Mauro Formica,12.8,13.0,14.0,9.0,14.0,14.0
Mads Fenger,9.8,6.0,6.0,10.0,13.0,14.0
Rene Krhin,10.0,15.0,10.0,10.0,10.0,5.0
Takeshi Aoki,13.0,14.0,15.0,13.0,9.0,14.0
Salman Al Faraj,13.2,15.0,13.0,11.0,16.0,11.0
Cyriac,12.0,12.0,15.0,8.0,14.0,11.0
Rhayner,11.0,7.0,8.0,12.0,16.0,12.0
Adam Smith,9.4,9.0,8.0,15.0,9.0,6.0
Callum McManaman,12.4,14.0,10.0,15.0,13.0,10.0
Eugenio Lamanna,70.6,71.0,70.0,66.0,72.0,74.0
Diego Álvarez,9.8,6.0,12.0,8.0,14.0,9.0
Danijel Aleksić,14.0,13.0,15.0,13.0,16.0,13.0
Ike Opara,10.6,7.0,9.0,13.0,16.0,8.0
Yassine El Ghanassy,12.0,16.0,14.0,10.0,12.0,8.0
Nenad Krstičić,11.2,9.0,14.0,6.0,15.0,12.0
Daniel Opare,10.0,7.0,6.0,11.0,16.0,10.0
Bernard Parker,13.4,16.0,14.0,13.0,15.0,9.0
Enock Kofi Adu,10.4,9.0,15.0,6.0,9.0,13.0
Soni Mustivar,10.0,13.0,6.0,8.0,14.0,9.0
Guedes,10.6,12.0,14.0,13.0,8.0,6.0
Stoppila Sunzu,12.0,9.0,14.0,12.0,15.0,10.0
Mamadou Samassa,70.6,66.0,76.0,64.0,69.0,78.0
Ali Gadzhibekov,12.0,14.0,7.0,13.0,14.0,12.0
Marcelo Toscano,13.4,14.0,16.0,15.0,10.0,12.0
Samuel Armenteros,15.4,15.0,16.0,15.0,16.0,15.0
Ramalho,12.2,15.0,12.0,8.0,10.0,16.0
Lillo,9.4,8.0,12.0,10.0,11.0,6.0
Davy Claude Angan,11.0,8.0,12.0,8.0,11.0,16.0
Víctor Vázquez,11.0,15.0,8.0,8.0,16.0,8.0
Aridane,11.0,11.0,15.0,9.0,12.0,8.0
Candeias,10.6,8.0,16.0,11.0,7.0,11.0
Junior Hoilett,10.0,11.0,11.0,9.0,10.0,9.0
Artur Sobiech,11.2,12.0,14.0,9.0,10.0,11.0
Junior Stanislas,8.0,7.0,13.0,6.0,8.0,6.0
Cristian Pasquato,5.4,8.0,3.0,3.0,5.0,8.0
Lorenzo Ariaudo,9.4,9.0,8.0,11.0,9.0,10.0
Florian Jungwirth,9.4,7.0,10.0,11.0,6.0,13.0
Jens Hegeler,12.2,14.0,13.0,11.0,15.0,8.0
Samuel Souprayen,11.0,13.0,10.0,10.0,9.0,13.0
Néstor Calderón,12.8,7.0,10.0,16.0,15.0,16.0
Francesco Renzetti,8.8,12.0,8.0,5.0,9.0,10.0
Libor Kozák,10.0,8.0,11.0,12.0,10.0,9.0
Michael Morrison,7.4,7.0,9.0,7.0,10.0,4.0
Johannes Flum,12.2,7.0,16.0,12.0,11.0,15.0
Semir Štilić,12.4,11.0,15.0,14.0,15.0,7.0
Marvin Martin,12.4,12.0,16.0,15.0,6.0,13.0
Bruno Ecuélé Manga,11.4,14.0,12.0,8.0,16.0,7.0
Lex Immers,11.8,10.0,12.0,14.0,7.0,16.0
Adama Valentin Diomande,11.2,13.0,12.0,10.0,7.0,14.0
Artem Kravets,10.4,13.0,10.0,8.0,15.0,6.0
Ondřej Čelůstka,11.6,15.0,8.0,14.0,13.0,8.0
Edwin Hernández,9.8,11.0,7.0,8.0,11.0,12.0
Sergey Pesyakov,72.2,76.0,69.0,77.0,65.0,74.0
David Meyler,12.6,15.0,13.0,14.0,9.0,12.0
Jiloan Hamad,10.4,11.0,10.0,11.0,14.0,6.0
Carlos Peña,10.6,6.0,14.0,9.0,12.0,12.0
Israel Jiménez,12.2,12.0,15.0,11.0,14.0,9.0
Ashley Barnes,9.4,10.0,6.0,11.0,10.0,10.0
Tsepo Masilela,10.0,16.0,7.0,7.0,13.0,7.0
Güray Vural,10.4,6.0,8.0,16.0,9.0,13.0
Tamás Kádár,11.4,8.0,9.0,16.0,14.0,10.0
Nicolás Peric,71.2,71.0,71.0,74.0,68.0,72.0
Juan Cala,12.4,15.0,15.0,14.0,8.0,10.0
Salustiano Candia,11.0,10.0,15.0,8.0,10.0,12.0
Tommy Smith,12.2,15.0,11.0,9.0,16.0,10.0
Rodolfo Cota,70.4,73.0,73.0,65.0,68.0,73.0
Denis Odoi,10.6,12.0,16.0,11.0,8.0,6.0
Vasco Fernandes,11.8,12.0,16.0,11.0,9.0,11.0
Panagiotis Glykos,70.2,68.0,72.0,67.0,69.0,75.0
Chris Martin,8.8,11.0,6.0,11.0,7.0,9.0
Nicolás Sánchez,10.6,14.0,9.0,16.0,8.0,6.0
Michiel Kramer,13.0,16.0,12.0,14.0,13.0,10.0
Ádám Bogdán,71.0,71.0,73.0,66.0,71.0,74.0
Julien Cétout,12.6,12.0,14.0,13.0,13.0,11.0
Luis Ardente,73.8,70.0,70.0,82.0,72.0,75.0
Sergio Tejera,11.6,9.0,12.0,16.0,7.0,14.0
Lasse Vibe,8.6,6.0,8.0,13.0,9.0,7.0
Vincent Nogueira,11.2,9.0,8.0,14.0,14.0,11.0
Mohammed Abdellaoue,9.4,16.0,6.0,8.0,9.0,8.0
Jean-Armel Kana-Biyik,12.8,13.0,15.0,15.0,13.0,8.0
Ima Faneva Andriatsima,9.6,9.0,9.0,16.0,8.0,6.0
Avdija Vršajevič,11.4,9.0,16.0,15.0,7.0,10.0
Jonathan Hogg,10.4,14.0,6.0,13.0,8.0,11.0
James Henry,12.8,14.0,13.0,7.0,15.0,15.0
Davide Di Gennaro,10.8,10.0,8.0,13.0,14.0,9.0
Steeven Langil,11.6,16.0,9.0,13.0,12.0,8.0
Guy-Roland Ndy Assembe,71.6,67.0,75.0,69.0,72.0,75.0
Casado,13.8,15.0,16.0,13.0,13.0,12.0
David González,70.8,78.0,67.0,66.0,74.0,69.0
Jan Morávek,9.4,12.0,8.0,6.0,13.0,8.0
Krisztián Németh,11.2,10.0,7.0,16.0,11.0,12.0
Fedor Kudryashov,11.6,12.0,16.0,11.0,11.0,8.0
Rincón,10.4,8.0,10.0,13.0,11.0,10.0
Aly Cissokho,11.4,12.0,15.0,11.0,12.0,7.0
Rasmus Bengtsson,10.0,8.0,11.0,8.0,8.0,15.0
Damien Marcq,12.4,14.0,16.0,15.0,10.0,7.0
Carlão,13.0,12.0,14.0,10.0,15.0,14.0
Ceyhun Gülselam,10.6,14.0,6.0,8.0,13.0,12.0
Lulinha,11.2,15.0,6.0,9.0,12.0,14.0
Ragnar Sigurðsson,8.8,9.0,9.0,6.0,8.0,12.0
Zoltán Stieber,8.8,16.0,6.0,9.0,6.0,7.0
Maurice Edu,11.8,12.0,15.0,9.0,12.0,11.0
Miguel Samudio,11.2,7.0,12.0,15.0,12.0,10.0
Bakary Sako,11.6,7.0,13.0,13.0,16.0,9.0
George Boyd,10.8,11.0,8.0,13.0,7.0,15.0
Taras Mykhalyk,13.4,14.0,16.0,8.0,16.0,13.0
Alex Pearce,11.0,16.0,15.0,9.0,9.0,6.0
Gilles Cioni,11.4,12.0,11.0,15.0,9.0,10.0
Wout Brama,9.8,8.0,11.0,7.0,10.0,13.0
Scott Arfield,12.8,13.0,13.0,9.0,13.0,16.0
Nenê,4.0,4.0,4.0,4.0,4.0,4.0
Seth De Witte,10.6,15.0,7.0,6.0,15.0,10.0
Romain Brégerie,11.4,10.0,9.0,13.0,11.0,14.0
Mehmet Güven,11.8,6.0,13.0,10.0,16.0,14.0
Mario Vrančić,9.2,12.0,12.0,8.0,8.0,6.0
Ángel,10.4,14.0,6.0,8.0,13.0,11.0
Carlos Felipe Rodríguez,71.4,70.0,70.0,71.0,70.0,76.0
Timothy Derijck,11.0,12.0,8.0,12.0,9.0,14.0
Manuel da Costa,9.6,15.0,9.0,9.0,7.0,8.0
Suso Santana,9.0,8.0,6.0,13.0,8.0,10.0
Gustav Svensson,12.0,16.0,15.0,11.0,12.0,6.0
Ruben Yttergård Jenssen,11.6,15.0,9.0,16.0,10.0,8.0
Nuno Coelho,11.0,14.0,8.0,12.0,14.0,7.0
Patrick Ebert,10.4,15.0,14.0,9.0,6.0,8.0
Tobias Werner,12.8,12.0,9.0,14.0,14.0,15.0
Mark Milligan,11.0,15.0,7.0,14.0,11.0,8.0
Hugo Droguett,9.2,7.0,16.0,6.0,10.0,7.0
Máyer Candelo,10.4,7.0,13.0,16.0,6.0,10.0
McDonald Mariga,10.8,7.0,16.0,14.0,10.0,7.0
Sebastian Boenisch,11.2,6.0,6.0,13.0,15.0,16.0
Marcin Robak,10.2,15.0,15.0,7.0,7.0,7.0
Zlatan Ljubijankič,10.4,6.0,6.0,16.0,16.0,8.0
Thomas Matton,8.4,6.0,11.0,9.0,6.0,10.0
Samir Ujkani,70.6,72.0,73.0,64.0,72.0,72.0
Sébastien Siani,9.0,10.0,9.0,6.0,9.0,11.0
Constant Djakpa,12.2,13.0,7.0,14.0,12.0,15.0
Pablo Barrera,11.0,8.0,16.0,14.0,8.0,9.0
Ramón Fernández,11.6,10.0,14.0,11.0,14.0,9.0
Adrian Mariappa,10.4,13.0,6.0,8.0,15.0,10.0
Lee Tomlin,11.4,12.0,9.0,13.0,12.0,11.0
Ramon Leeuwin,8.0,12.0,7.0,7.0,7.0,7.0
Matteo Ardemagni,9.0,5.0,5.0,11.0,14.0,10.0
Joey van den Berg,10.2,7.0,6.0,12.0,12.0,14.0
Matías Fritzler,10.2,11.0,7.0,14.0,8.0,11.0
Gonzalo Bergessio,7.4,8.0,6.0,9.0,8.0,6.0
Bilal Kısa,9.8,8.0,8.0,6.0,12.0,15.0
Luso,12.2,11.0,10.0,14.0,10.0,16.0
Carpio,8.6,10.0,6.0,6.0,10.0,11.0
Toquero,10.0,12.0,9.0,15.0,7.0,7.0
Pablo Granoche,11.2,14.0,14.0,8.0,10.0,10.0
Miku,9.8,6.0,10.0,9.0,14.0,10.0
Hugo Vieira,11.4,9.0,14.0,9.0,14.0,11.0
Sam Hutchinson,10.0,11.0,10.0,12.0,7.0,10.0
Andreas Ulmer,1.0,1.0,1.0,1.0,1.0,1.0
Aldo Leão Ramírez,10.4,13.0,11.0,12.0,6.0,10.0
Carmona,12.2,16.0,9.0,16.0,14.0,6.0
Issiar Dia,13.4,11.0,14.0,14.0,14.0,14.0
Marcelo Oliveira,11.4,14.0,10.0,13.0,8.0,12.0
Nsue,12.2,13.0,15.0,9.0,8.0,16.0
Adem Büyük,11.8,15.0,11.0,15.0,7.0,11.0
Jorge Torres Nilo,11.6,10.0,9.0,10.0,16.0,13.0
Oscar Ustari,72.4,65.0,77.0,79.0,68.0,73.0
Gökhan Değirmenci,71.2,74.0,74.0,63.0,71.0,74.0
Marc Pugh,12.0,8.0,14.0,13.0,15.0,10.0
Alexandr Bukharov,11.8,7.0,16.0,14.0,9.0,13.0
Molinero,10.8,13.0,8.0,10.0,10.0,13.0
Cristian Villagra,9.4,7.0,14.0,6.0,10.0,10.0
Stephen Ward,12.4,11.0,6.0,13.0,16.0,16.0
Édouard Duplan,12.4,15.0,12.0,7.0,16.0,12.0
Edinho,8.2,8.0,7.0,13.0,7.0,6.0
Steven Fletcher,12.2,16.0,13.0,13.0,10.0,9.0
Lee Wallace,9.6,11.0,14.0,8.0,6.0,9.0
Chris Wondolowski,11.0,13.0,8.0,10.0,16.0,8.0
Christophe Mandanne,12.8,16.0,6.0,13.0,13.0,16.0
Jonny Hayes,10.6,11.0,11.0,11.0,6.0,14.0
Matt Jarvis,7.8,8.0,9.0,8.0,8.0,6.0
Franck Berrier,10.0,10.0,8.0,11.0,10.0,11.0
Abou Diaby,10.8,9.0,13.0,13.0,7.0,12.0
David Jones,12.8,16.0,11.0,15.0,11.0,11.0
Mark Bunn,72.2,70.0,73.0,74.0,72.0,72.0
Florian Klein,9.6,12.0,8.0,9.0,13.0,6.0
Sebastián Viera,69.6,66.0,73.0,67.0,67.0,75.0
Steven Taylor,11.0,14.0,15.0,8.0,12.0,6.0
Kasper Hämäläinen,11.0,7.0,11.0,6.0,16.0,15.0
Marco Schneuwly,10.4,9.0,12.0,7.0,12.0,12.0
Salva Sevilla,12.0,13.0,14.0,9.0,14.0,10.0
Pablo Álvarez,9.2,11.0,6.0,6.0,7.0,16.0
Zé Castro,11.6,8.0,11.0,12.0,14.0,13.0
Uwe Hünemeier,11.4,13.0,12.0,12.0,14.0,6.0
Djamel Mesbah,9.0,8.0,11.0,6.0,5.0,15.0
Moritz Stoppelkamp,12.4,15.0,9.0,14.0,16.0,8.0
Pedro López,12.8,12.0,10.0,16.0,12.0,14.0
Mauricio Molina,9.8,9.0,6.0,11.0,11.0,12.0
Bartosz Białkowski,70.6,72.0,71.0,67.0,69.0,74.0
Valerică Găman,10.6,8.0,10.0,12.0,13.0,10.0
Alejandro Faurlín,10.8,11.0,6.0,10.0,12.0,15.0
Lucas Licht,10.2,15.0,8.0,6.0,14.0,8.0
Magnus Wolff Eikrem,10.8,8.0,12.0,10.0,9.0,15.0
Darío Cvitanich,13.0,12.0,15.0,15.0,12.0,11.0
Dean Marney,9.8,9.0,15.0,9.0,8.0,8.0
Bradley Johnson,10.0,15.0,11.0,7.0,6.0,11.0
Erdal Kılıçaslan,11.6,6.0,11.0,14.0,16.0,11.0
Espen Ruud,12.4,10.0,12.0,12.0,13.0,15.0
Dmitriy Torbinskiy,12.4,14.0,11.0,11.0,13.0,13.0
Manu Del Moral,12.2,9.0,15.0,8.0,16.0,13.0
Iván Alonso,12.2,15.0,12.0,12.0,10.0,12.0
Susaeta,12.0,12.0,14.0,12.0,7.0,15.0
Seoane,11.2,7.0,8.0,10.0,15.0,16.0
Dorca,8.8,12.0,6.0,9.0,6.0,11.0
Bruno Saltor,10.6,8.0,9.0,13.0,16.0,7.0
Leandro Greco,9.0,10.0,13.0,11.0,6.0,5.0
Sercan Yıldırım,13.0,14.0,9.0,16.0,10.0,16.0
Bekir İrtegün,10.8,14.0,8.0,12.0,13.0,7.0
Serdar Kurtuluş,13.0,14.0,13.0,8.0,15.0,15.0
Mariano Pavone,12.2,15.0,8.0,12.0,12.0,14.0
Diego Colotto,11.6,7.0,16.0,8.0,16.0,11.0
Jonathan Bottinelli,8.8,6.0,7.0,6.0,11.0,14.0
Javi Guerra,11.8,12.0,14.0,9.0,10.0,14.0
Alan Hutton,11.8,15.0,12.0,15.0,9.0,8.0
David Nugent,14.0,14.0,14.0,14.0,15.0,13.0
Omar Pérez,12.2,7.0,10.0,15.0,16.0,13.0
Almen Abdi,8.4,11.0,9.0,8.0,6.0,8.0
Toño,71.2,74.0,73.0,71.0,67.0,71.0
Gonçalo Brandão,12.2,10.0,15.0,11.0,10.0,15.0
Brett Holman,11.8,15.0,13.0,9.0,7.0,15.0
Kevin Stuhr-Ellegaard,71.4,74.0,67.0,73.0,76.0,67.0
Michael Turner,11.6,8.0,11.0,13.0,15.0,11.0
Jan-Ingwer Callsen-Bracker,10.4,11.0,12.0,11.0,7.0,11.0
Giulio Migliaccio,10.8,13.0,9.0,6.0,15.0,11.0
Killian Overmeire,7.4,9.0,6.0,6.0,10.0,6.0
Michael Liendl,11.2,12.0,14.0,12.0,9.0,9.0
Steve Sidwell,9.6,8.0,11.0,9.0,10.0,10.0
Paul McShane,11.8,7.0,8.0,14.0,14.0,16.0
Merter Yüce,10.6,10.0,10.0,6.0,12.0,15.0
Giandomenico Mesto,7.6,8.0,5.0,8.0,5.0,12.0
Hugo Campagnaro,13.0,12.0,10.0,15.0,13.0,15.0
Christian Schulz,9.2,9.0,15.0,7.0,9.0,6.0
Fabio Coltorti,70.8,72.0,68.0,68.0,72.0,74.0
Christian Bermúdez,11.6,9.0,8.0,13.0,12.0,16.0
Thibault Giresse,11.2,9.0,11.0,15.0,8.0,13.0
David Navarro,9.6,7.0,12.0,12.0,10.0,7.0
Duda,11.2,6.0,14.0,10.0,12.0,14.0
Pelegrín,10.8,14.0,9.0,14.0,8.0,9.0
Hamit Altıntop,11.6,13.0,15.0,13.0,9.0,8.0
Fahid Ben Khalfallah,11.6,15.0,12.0,11.0,10.0,10.0
Davide Brivio,8.6,7.0,13.0,10.0,6.0,7.0
Gianluca Pegolo,69.6,74.0,72.0,60.0,68.0,74.0
Peter Niemeyer,10.6,12.0,16.0,8.0,6.0,11.0
Alou Diarra,11.6,12.0,7.0,16.0,7.0,16.0
Alaeddine Yahia,13.8,16.0,12.0,16.0,15.0,10.0
Angelo Palombo,9.6,14.0,6.0,8.0,14.0,6.0
Cristian Ledesma,8.0,6.0,10.0,11.0,8.0,5.0
Tim Cahill,8.8,7.0,13.0,7.0,11.0,6.0
Julián Speroni,71.0,69.0,75.0,67.0,70.0,74.0
Olivier Deschacht,9.6,12.0,6.0,10.0,14.0,6.0
Abdou Kader Mangane,11.4,13.0,6.0,16.0,9.0,13.0
Tobias Hysén,10.2,12.0,9.0,9.0,9.0,12.0
Nils-Eric Johansson,13.0,7.0,15.0,13.0,14.0,16.0
Benoît Pedretti,11.6,10.0,13.0,13.0,7.0,15.0
Lionel Mathis,9.2,8.0,9.0,13.0,9.0,7.0
Johan Wiland,70.2,79.0,64.0,67.0,75.0,66.0
Andreas Isaksson,70.6,71.0,75.0,63.0,68.0,76.0
Rickie Lambert,12.4,16.0,13.0,7.0,15.0,11.0
Scott Parker,8.4,9.0,6.0,11.0,7.0,9.0
Gustavo Blanco Leschuk,11.2,13.0,8.0,14.0,11.0,10.0
Vinícius,11.2,13.0,15.0,8.0,5.0,15.0
Matej Mitrović,9.6,7.0,13.0,10.0,9.0,9.0
Jiří Pavlenka,72.6,75.0,72.0,67.0,73.0,76.0
Jaromír Zmrhal,11.6,14.0,5.0,13.0,15.0,11.0
Jan Sýkora,8.8,9.0,6.0,10.0,6.0,13.0
Túlio Sandoiro,10.0,12.0,8.0,10.0,8.0,12.0
Marlion Rolim,11.0,7.0,12.0,16.0,12.0,8.0
Martin Cordeia,10.2,7.0,12.0,13.0,10.0,9.0
Marlion Simões,10.8,9.0,14.0,7.0,12.0,12.0
Enzo Merques,11.2,12.0,13.0,8.0,10.0,13.0
Alam Lindeiro,9.8,11.0,10.0,7.0,7.0,14.0
Mateo García,9.0,6.0,5.0,13.0,6.0,15.0
Álvaro Jiménez,8.2,7.0,7.0,10.0,12.0,5.0
Lazar Rosić,10.8,14.0,7.0,15.0,7.0,11.0
Yevhen Shakhov,9.8,14.0,7.0,9.0,12.0,7.0
David Terans,9.2,12.0,6.0,12.0,6.0,10.0
Ramón Folch,10.2,10.0,9.0,9.0,11.0,12.0
Perdigão,10.6,14.0,7.0,13.0,9.0,10.0
Jony Reitosa,10.2,9.0,12.0,9.0,11.0,10.0
Vágner Corraldo,11.6,11.0,14.0,11.0,11.0,11.0
Eduardo Fonseira,71.2,72.0,71.0,74.0,70.0,69.0
Nathael Silbeira,69.2,73.0,61.0,69.0,73.0,70.0
Ramadan Sobhi,12.4,12.0,12.0,15.0,13.0,10.0
Amr Warda,10.2,8.0,13.0,12.0,7.0,11.0
Gaku Shibasaki,10.2,9.0,10.0,13.0,13.0,6.0
Gen Shoji,9.8,12.0,9.0,9.0,7.0,12.0
Yuki Kobayashi,8.6,13.0,9.0,8.0,5.0,8.0
Kosei Shibasaki,9.4,11.0,10.0,9.0,9.0,8.0
Takuma Asano,10.2,9.0,15.0,6.0,7.0,14.0
Sebastián Bertoli,72.2,65.0,75.0,79.0,71.0,71.0
Carlos Ponck,11.0,11.0,13.0,9.0,12.0,10.0
Luka Jović,9.8,9.0,8.0,12.0,7.0,13.0
Dimitris Chatziisaias,10.4,11.0,14.0,9.0,11.0,7.0
Santiago Ascacibar,8.8,14.0,6.0,5.0,10.0,9.0
Collins Fai,9.2,10.0,11.0,6.0,7.0,12.0
Marko Grujić,11.2,12.0,9.0,8.0,14.0,13.0
Amine Harit,11.4,13.0,15.0,10.0,13.0,6.0
Giorgi Aburjania,7.8,6.0,8.0,7.0,7.0,11.0
Kim Dong Joon,69.8,72.0,69.0,67.0,68.0,73.0
Carlos Muñoz,10.2,14.0,12.0,5.0,8.0,12.0
Denis Tkachuk,9.4,6.0,10.0,10.0,6.0,15.0
Jaime Carreño,9.0,10.0,8.0,7.0,12.0,8.0
Arnold Issoko,8.0,5.0,5.0,14.0,7.0,9.0
Hugo Rubiães,11.6,8.0,9.0,18.0,15.0,8.0
Nascimentardo,9.8,7.0,13.0,8.0,7.0,14.0
Paulao Junqueiras,10.8,11.0,12.0,9.0,7.0,15.0
Paulolettinho,11.4,12.0,12.0,11.0,12.0,10.0
Tiago Pombeira,9.2,8.0,11.0,8.0,9.0,10.0
Vieiraldo Junior,8.4,7.0,7.0,7.0,13.0,8.0
Luis Couprins,11.6,8.0,11.0,16.0,13.0,10.0
Sandelas Júnior,12.6,8.0,15.0,18.0,15.0,7.0
Natinho Mestres,13.8,21.0,11.0,9.0,13.0,15.0
Barbosaldinho,14.8,18.0,15.0,13.0,12.0,16.0
Alexandre Frandeira,8.8,10.0,8.0,9.0,7.0,10.0
Nuno Padrenda,9.8,8.0,7.0,8.0,13.0,13.0
Tony Muttinho,8.6,12.0,8.0,7.0,8.0,8.0
Tramontinaldo,8.8,8.0,14.0,7.0,8.0,7.0
Edsinho Torres,10.8,11.0,10.0,12.0,10.0,11.0
Wiliam Santinho,71.4,70.0,61.0,76.0,77.0,73.0
André Milazisco,68.2,64.0,77.0,62.0,61.0,77.0
Josué da Feira,14.2,13.0,13.0,14.0,13.0,18.0
Eltildo Bessa,10.4,12.0,12.0,11.0,9.0,8.0
Heltinho Melo,8.2,9.0,10.0,7.0,8.0,7.0
Adeilson Gesser,10.2,7.0,11.0,7.0,14.0,12.0
Alex das Freitas,10.8,8.0,14.0,9.0,16.0,7.0
Heitor Gesse,12.2,9.0,13.0,16.0,10.0,13.0
Assane Dioussé,10.2,11.0,9.0,12.0,11.0,8.0
Saif Al Hashan,10.8,8.0,13.0,7.0,11.0,15.0
Jordi Calavera,10.4,12.0,11.0,10.0,6.0,13.0
Milan Gajić,7.6,6.0,9.0,9.0,8.0,6.0
Rade Krunic,11.8,10.0,14.0,12.0,9.0,14.0
Tiago Mesquita,9.2,12.0,13.0,9.0,6.0,6.0
Marco Baixinho,10.4,5.0,6.0,15.0,12.0,14.0
Campillo,9.2,8.0,7.0,14.0,6.0,11.0
