Name,Defending,Sliding_Tackle,Standing_Tackle,Interceptions
Lee Wallace,70.33333333333333,69,71,71
Chris Wondolowski,46.0,44,48,46
Christophe Mandanne,40.0,32,52,36
Jonny Hayes,43.666666666666664,35,49,47
Matt Jarvis,40.333333333333336,33,37,51
Franck Berrier,38.333333333333336,30,33,52
Abou Diaby,71.66666666666667,73,74,68
David Jones,68.0,63,67,74
Mark Bunn,18.0,14,20,20
Florian Klein,69.33333333333333,70,72,66
Sebastián Viera,13.333333333333334,9,9,22
Steven Taylor,69.66666666666667,68,70,71
Kasper Hämäläinen,48.666666666666664,46,48,52
Marco Schneuwly,41.666666666666664,35,45,45
Salva Sevilla,42.666666666666664,34,39,55
Pablo Álvarez,72.66666666666667,71,74,73
Zé Castro,76.66666666666667,77,75,78
Uwe Hünemeier,70.33333333333333,70,69,72
Djamel Mesbah,70.66666666666667,71,72,69
Moritz Stoppelkamp,53.333333333333336,51,53,56
Pedro López,71.33333333333333,67,74,73
Mauricio Molina,18.666666666666668,11,18,27
Bartosz Białkowski,17.333333333333332,14,15,23
Valerică Găman,72.33333333333333,72,74,71
Alejandro Faurlín,68.66666666666667,70,69,67
Lucas Licht,70.33333333333333,71,73,67
Magnus Wolff Eikrem,51.0,61,48,44
Darío Cvitanich,30.666666666666668,33,28,31
Dean Marney,69.66666666666667,69,66,74
Bradley Johnson,70.0,67,70,73
Erdal Kılıçaslan,31.0,32,39,22
Espen Ruud,68.66666666666667,67,68,71
Dmitriy Torbinskiy,66.66666666666667,69,67,64
Manu Del Moral,29.333333333333332,25,35,28
Iván Alonso,16.0,14,11,23
Susaeta,45.0,36,46,53
Seoane,69.0,59,73,75
Dorca,68.0,59,72,73
Bruno Saltor,75.0,74,75,76
Leandro Greco,68.33333333333333,63,69,73
Sercan Yıldırım,24.333333333333332,20,22,31
Bekir İrtegün,71.66666666666667,71,74,70
Serdar Kurtuluş,72.0,70,73,73
Mariano Pavone,23.333333333333332,21,27,22
Diego Colotto,71.33333333333333,68,72,74
Jonathan Bottinelli,69.0,64,72,71
Javi Guerra,38.666666666666664,46,36,34
Alan Hutton,72.33333333333333,75,71,71
David Nugent,26.666666666666668,22,23,35
Omar Pérez,51.0,48,49,56
Almen Abdi,55.0,57,60,48
Toño,18.0,14,12,28
Gonçalo Brandão,71.66666666666667,68,71,76
Brett Holman,53.666666666666664,48,53,60
Kevin Stuhr-Ellegaard,16.666666666666668,12,14,24
Michael Turner,71.33333333333333,69,72,73
Jan-Ingwer Callsen-Bracker,70.0,71,72,67
Giulio Migliaccio,74.0,70,74,78
Killian Overmeire,70.66666666666667,69,69,74
Michael Liendl,52.333333333333336,53,49,55
Steve Sidwell,69.66666666666667,65,71,73
Paul McShane,70.66666666666667,71,72,69
Merter Yüce,71.66666666666667,66,74,75
Giandomenico Mesto,68.66666666666667,71,72,63
Hugo Campagnaro,72.0,72,72,72
Christian Schulz,71.66666666666667,70,71,74
Fabio Coltorti,15.666666666666666,13,12,22
Christian Bermúdez,28.666666666666668,23,18,45
Thibault Giresse,29.333333333333332,23,31,34
David Navarro,70.66666666666667,68,72,72
Duda,53.333333333333336,58,59,43
Pelegrín,68.0,62,72,70
Hamit Altıntop,69.33333333333333,66,72,70
Fahid Ben Khalfallah,35.333333333333336,30,33,43
Davide Brivio,76.0,76,78,74
Gianluca Pegolo,14.333333333333334,11,12,20
Peter Niemeyer,77.0,76,77,78
Alou Diarra,72.66666666666667,70,73,75
Alaeddine Yahia,69.0,69,73,65
Angelo Palombo,70.33333333333333,66,72,73
Cristian Ledesma,65.0,61,63,71
Tim Cahill,46.0,48,42,48
Julián Speroni,14.666666666666666,15,12,17
Olivier Deschacht,75.0,71,74,80
Abdou Kader Mangane,68.66666666666667,66,71,69
Tobias Hysén,26.333333333333332,26,28,25
Nils-Eric Johansson,68.0,66,70,68
Benoît Pedretti,67.33333333333333,61,68,73
Lionel Mathis,72.66666666666667,69,71,78
Johan Wiland,16.333333333333332,13,8,28
Andreas Isaksson,19.333333333333332,20,19,19
Rickie Lambert,25.666666666666668,19,26,32
Scott Parker,71.66666666666667,71,73,71
Gustavo Blanco Leschuk,21.666666666666668,17,24,24
Vinícius,71.66666666666667,71,75,69
Matej Mitrović,67.33333333333333,65,72,65
Jiří Pavlenka,12.333333333333334,14,10,13
Jaromír Zmrhal,61.0,59,66,58
Jan Sýkora,67.66666666666667,67,68,68
Túlio Sandoiro,35.333333333333336,36,33,37
Marlion Rolim,54.333333333333336,46,52,65
Martin Cordeia,36.666666666666664,30,35,45
Marlion Simões,70.0,71,66,73
Enzo Merques,67.0,69,68,64
Alam Lindeiro,69.33333333333333,71,60,77
Mateo García,22.0,20,25,21
Álvaro Jiménez,39.666666666666664,32,39,48
Lazar Rosić,70.33333333333333,68,76,67
Yevhen Shakhov,57.333333333333336,59,60,53
David Terans,31.0,38,35,20
Ramón Folch,66.33333333333333,65,66,68
Perdigão,25.333333333333332,26,30,20
Jony Reitosa,69.66666666666667,75,72,62
Vágner Corraldo,71.0,72,68,73
Eduardo Fonseira,12.333333333333334,12,14,11
Nathael Silbeira,18.333333333333332,13,25,17
Ramadan Sobhi,41.0,46,44,33
Amr Warda,23.0,21,30,18
Gaku Shibasaki,62.333333333333336,59,62,66
Gen Shoji,70.33333333333333,68,75,68
Yuki Kobayashi,45.666666666666664,42,40,55
Kosei Shibasaki,41.0,39,41,43
Takuma Asano,19.333333333333332,16,20,22
Sebastián Bertoli,11.666666666666666,11,13,11
Carlos Ponck,74.0,74,76,72
Luka Jović,21.666666666666668,16,26,23
Dimitris Chatziisaias,70.33333333333333,71,74,66
Santiago Ascacibar,80.33333333333333,80,78,83
Collins Fai,69.0,71,70,66
Marko Grujić,71.66666666666667,71,73,71
Amine Harit,29.0,29,36,22
Giorgi Aburjania,68.33333333333333,62,70,73
Kim Dong Joon,19.0,23,15,19
Carlos Muñoz,26.666666666666668,18,18,44
Denis Tkachuk,33.333333333333336,29,32,39
Jaime Carreño,63.333333333333336,65,70,55
Arnold Issoko,28.333333333333332,25,29,31
Hugo Rubiães,75.33333333333333,76,74,76
Nascimentardo,41.0,37,44,42
Paulao Junqueiras,20.666666666666668,21,19,22
Paulolettinho,32.666666666666664,27,26,45
Tiago Pombeira,32.666666666666664,29,33,36
Vieiraldo Junior,71.66666666666667,70,77,68
Luis Couprins,70.33333333333333,63,71,77
Sandelas Júnior,70.33333333333333,65,72,74
Natinho Mestres,70.33333333333333,74,75,62
Barbosaldinho,74.0,70,75,77
Alexandre Frandeira,68.66666666666667,67,71,68
Nuno Padrenda,73.33333333333333,71,73,76
Tony Muttinho,70.33333333333333,72,73,66
Tramontinaldo,68.66666666666667,75,77,54
Edsinho Torres,67.33333333333333,77,68,57
Wiliam Santinho,18.666666666666668,12,13,31
André Milazisco,17.0,8,9,34
Josué da Feira,21.666666666666668,20,23,22
Eltildo Bessa,26.666666666666668,29,25,26
Heltinho Melo,55.0,49,58,58
Adeilson Gesser,43.333333333333336,34,49,47
Alex das Freitas,74.33333333333333,75,72,76
Heitor Gesse,67.33333333333333,69,62,71
Assane Dioussé,68.66666666666667,68,70,68
Saif Al Hashan,29.666666666666668,30,30,29
Jordi Calavera,66.66666666666667,67,65,68
Milan Gajić,72.33333333333333,71,74,72
Rade Krunic,49.666666666666664,51,57,41
Tiago Mesquita,70.0,70,72,68
Marco Baixinho,71.33333333333333,70,72,72
Campillo,57.666666666666664,46,59,68
Alexandr Zhirov,71.0,67,72,74
Denis Zakaria,68.33333333333333,61,69,75
Alejandro Camargo,62.333333333333336,49,72,66
Robert Herrera,72.0,72,74,70
Sakıb Aytaç,70.66666666666667,70,71,71
Zeki Yıldırım,72.66666666666667,70,73,75
Dion Cools,69.0,73,72,62
Bruno Valdez,72.33333333333333,72,73,72
Robin Lod,45.0,42,44,49
Almamy Touré,71.33333333333333,73,74,67
Lucas Tagliapietra,70.0,64,72,74
André Franck Zambo Anguissa,68.0,61,71,72
Ignacio Malcorra,41.333333333333336,37,48,39
Nik Omladič,49.666666666666664,52,53,44
Takumi Minamino,38.666666666666664,32,37,47
Ricardo Valente,14.333333333333334,15,16,12
Roger Assalé,27.333333333333332,26,35,21
Jesús Gallardo,55.0,54,56,55
Benjamin Verbič,33.0,33,34,32
Cecilio Domínguez,36.0,32,33,43
Marlos Moreno,25.0,29,27,19
Leonardo Suárez,16.0,11,22,15
Adama Traoré,63.333333333333336,59,62,69
Rachid Aït Atmane,69.0,64,69,74
Mimoun Mahi,36.0,34,30,44
Mamadou Sylla,38.333333333333336,37,42,36
Thabo Rakhale,30.0,28,40,22
Kevin Diks,72.0,73,71,72
Gian Marco Ferrari,70.66666666666667,70,74,68
Arnaud Lusamba,59.333333333333336,55,66,57
Rafael Defendi,19.0,14,18,25
Andrézinho,55.333333333333336,51,56,59
Philipe Sampaio,71.66666666666667,68,74,73
Ramy Bensebaini,72.33333333333333,72,73,72
Carlos Henao,74.66666666666667,71,73,80
Erick Aguirre,64.66666666666667,60,67,67
Luís Aurélio,56.333333333333336,59,57,53
Agustín Farías,72.0,69,74,73
Juan Muñoz,18.333333333333332,18,17,20
Adam Marušić,67.66666666666667,68,67,68
Andreas Bouchalakis,62.333333333333336,61,65,61
Anastasios Avlonitis,73.0,71,76,72
Ivan Kovačec,27.333333333333332,27,23,32
Yacine Bammou,44.0,39,48,45
Anderson Correia,67.66666666666667,71,67,65
Gideon Jung,72.66666666666667,71,75,72
Robin Gosens,72.66666666666667,75,71,72
Sergio Rochet,17.666666666666668,17,12,24
Timon Wellenreuther,14.333333333333334,9,11,23
Octavio Rivero,20.333333333333332,20,19,22
Mata,25.333333333333332,29,28,19
Issa Sarr,70.66666666666667,67,73,72
Emre Taşdemir,69.66666666666667,69,70,70
Ümit Kurt,68.66666666666667,67,68,71
Famara Diedhiou,14.666666666666666,12,18,14
Brian Fernández,21.333333333333332,21,24,19
Kévin Vandendriessche,67.33333333333333,64,68,70
Gustavo Toledo,69.0,74,66,67
Cristian Penilla,12.333333333333334,12,11,14
Ángel Mena,43.333333333333336,41,46,43
Jordan Silva,72.0,71,73,72
Jown Cardona,43.333333333333336,53,37,40
Sebastian Griesbeck,69.0,68,70,69
Jérôme Prior,16.666666666666668,12,13,25
Harry Winks,54.0,53,56,53
Paul Anton,64.33333333333333,59,64,70
Hernán Fredes,45.0,36,45,54
Josh Onomah,32.666666666666664,26,36,36
Nathan,22.333333333333332,26,21,20
Lucas Boyé,29.666666666666668,30,34,25
Filip Mladenović,68.33333333333333,69,67,69
Vigaray,73.0,76,73,70
Luciano Acosta,33.0,31,32,36
Víctor Cabrera,72.33333333333333,69,73,75
Dénes Dibusz,17.333333333333332,18,15,19
Kazuki Nagasawa,17.666666666666668,20,14,19
Sverrir Ingi Ingason,71.0,73,70,70
Johan Arango,26.0,21,24,33
Michael Barrios,32.666666666666664,30,36,32
Carlos Salom,26.666666666666668,21,28,31
Deiver Machado,66.0,66,69,63
Alex Castro,26.666666666666668,31,32,17
Micheal Azira,68.33333333333333,59,70,76
Luismi,74.66666666666667,73,76,75
Florent Hadergjonaj,68.0,71,70,63
Alberto Grassi,65.33333333333333,62,66,68
Bongani Zungu,61.0,62,71,50
Roman Bezjak,19.0,24,16,17
Jeremy Bokila,27.0,25,28,28
Joel Pohjanpalo,19.0,18,21,18
Hans Hateboer,69.33333333333333,72,74,62
José Mauri,64.66666666666667,64,62,68
Embarba,50.0,49,52,49
Alex Soares,60.333333333333336,59,58,64
Joaquín Arzura,71.66666666666667,70,71,74
Samuel Gigot,71.0,72,69,72
Jherson Vergara,71.66666666666667,69,75,71
Sergio Vittor,67.66666666666667,67,71,65
Sebastián Vegas,68.33333333333333,68,67,70
Helibelton Palacios,66.33333333333333,72,68,59
Ambroise Oyongo,66.0,66,66,66
Federico Vega,69.0,72,67,68
Yosuke Kashiwagi,54.666666666666664,49,59,56
Lukas Lerager,64.33333333333333,60,68,65
Jubal,71.0,68,74,71
Javier Abella,69.33333333333333,70,68,70
Wilde-Donald Guerrier,56.333333333333336,56,55,58
Álex Moreno,47.0,43,49,49
Mame Thiam,19.333333333333332,22,20,16
Álvaro García,24.333333333333332,29,22,22
Tornike Okriashvili,29.0,36,29,22
Emmanuel García,71.66666666666667,66,67,82
Riccardo Gagliolo,72.0,74,75,67
Leandro González,33.666666666666664,35,42,24
Bartosz Kapustka,44.666666666666664,50,43,41
Carlos Strandberg,18.333333333333332,16,26,13
Filipe Ferreira,70.66666666666667,70,71,71
Bartłomiej Drągowski,17.666666666666668,16,16,21
Bruno Petkovic,16.333333333333332,14,24,11
Scott Hogan,26.666666666666668,23,30,27
Carlos Auzqui,35.0,33,30,42
Cristian Menéndez,26.0,30,21,27
Fernando Márquez,29.0,32,32,23
Federico Lértora,71.66666666666667,72,76,67
Fernando Zuqui,58.0,56,55,63
Emanuel Insúa,70.33333333333333,72,71,68
Daniel Rosero Valencia,69.66666666666667,66,73,70
Jorge Luna,34.0,41,38,23
Diego Rodríguez,16.333333333333332,14,13,22
Alfonso Parot,75.0,78,76,71
Marcos Bolados,59.666666666666664,59,61,59
Lorenzo Reyes,71.0,67,74,72
Dagoberto Currimilla,70.66666666666667,74,70,68
Wilder Guisao,43.333333333333336,43,39,48
Johan Fuentes,56.333333333333336,52,55,62
Luis Páez,27.333333333333332,27,30,25
Carlos Arboleda,65.66666666666667,63,66,68
Wilson Morelo,40.0,33,37,50
Felipe Campos,67.33333333333333,72,70,60
Sebastián Martínez,72.33333333333333,73,69,75
Nicolás Maturana,48.0,49,55,40
Albert Acevedo,73.33333333333333,72,75,73
Danovis Banguero,70.66666666666667,69,71,72
Andrés Andrade,33.666666666666664,29,35,37
Rafael Carrascal,67.66666666666667,63,68,72
Michael Rangel,26.666666666666668,23,25,32
Mathías Riquero,64.33333333333333,58,72,63
Germán Cano,25.666666666666668,19,23,35
Cleider Alzáte,36.666666666666664,47,41,22
John Hernández,65.66666666666667,62,70,65
Dairon Mosquera,68.33333333333333,71,66,68
Matheus Uribe,67.33333333333333,67,70,65
Germán Mera,70.0,62,74,74
Cristian Higuita,69.33333333333333,71,73,64
Fáiner Torijano,70.0,67,77,66
Yerson Candelo,52.333333333333336,55,57,45
Diego Rodríguez,72.66666666666667,75,71,72
Federico Di Francesco,26.333333333333332,26,30,23
Iver Fossum,61.0,58,62,63
Juan Cornejo,70.66666666666667,71,69,72
Martín Nervo,68.33333333333333,68,70,67
João Pedro,70.66666666666667,64,74,74
Raúl López,67.0,71,66,64
Raul Rusescu,23.0,20,25,24
William Troost-Ekong,69.66666666666667,67,71,71
Kehinde Fatai,18.666666666666668,19,18,19
Ismael,57.666666666666664,51,57,65
Lee Kwang Sun,70.66666666666667,66,71,75
Santiago Montoya,32.0,27,29,40
Hernán Grana,70.66666666666667,71,72,69
Kellyn Acosta,65.66666666666667,62,66,69
Pape Sané,21.333333333333332,20,22,22
Rober Pier,72.66666666666667,75,72,71
Abdul Fatah Aseri,25.333333333333332,28,30,18
Kensuke Nagai,29.666666666666668,29,28,32
Corentin Fiore,71.0,73,72,68
Tyrone Mings,70.33333333333333,70,71,70
Frédéric Mendy,22.333333333333332,20,22,25
Steven Moreira,72.0,71,72,73
Pedro Franco,71.0,73,69,71
Hwang Ui Jo,37.333333333333336,32,39,41
Tobias Figueiredo,68.0,68,71,65
Augusto Solari,53.666666666666664,56,43,62
Nacho,70.33333333333333,74,66,71
Mario Maloča,70.33333333333333,70,69,72
Borja López,73.0,71,79,69
Janik Haberer,45.0,42,45,48
Süleyman Koç,24.333333333333332,25,28,20
Tiago Rodrigues,55.333333333333336,51,55,60
Federico Barba,74.0,74,76,72
Alexander Callens,73.33333333333333,79,70,71
Aaron Olanare,21.666666666666668,26,21,18
Esteban Saveljich,69.0,64,76,67
Ariel Rojas,62.0,57,64,65
Valentino Lazaro,54.333333333333336,50,57,56
Paulinho,69.0,67,72,68
Julio Tavares,13.333333333333334,12,14,14
Salem Al Dawsari,33.0,49,28,22
Sokol Cikalleshi,28.333333333333332,23,32,30
Jordan Ikoko,69.33333333333333,74,72,62
Dimitris Diamantakos,24.666666666666668,29,26,19
Salman Muwashar,30.0,30,34,26
Mohammed Jahfali,69.0,67,69,71
Mikel Agu,69.66666666666667,68,71,70
Yassine Bounou,15.0,15,18,12
Jakob Busk,18.333333333333332,14,12,29
Quini,67.33333333333333,71,68,63
Bryan Rabello,30.666666666666668,36,28,28
Birama Touré,70.33333333333333,68,72,71
Hussain Al Moqahwi,62.666666666666664,64,66,58
Nicolas Verdier,19.333333333333332,15,23,20
Philipp Ziereis,73.33333333333333,77,74,69
Ibrahim Ghaleb,68.33333333333333,69,68,68
Omar Ibrahim Othman,68.66666666666667,69,69,68
Robin Himmelmann,17.0,12,17,22
Alfie Mawson,70.0,69,70,71
Fabian Holland,70.0,74,73,63
Mariusz Stępiński,22.333333333333332,17,18,32
Dimitrios Kourbelis,70.66666666666667,70,73,69
Samuele Longo,23.666666666666668,19,24,28
Anastasios Bakasetas,39.333333333333336,41,33,44
Edin Cocalić,69.66666666666667,65,72,72
Darko Jevtić,36.666666666666664,31,32,47
Lars Veldwijk,20.666666666666668,22,21,19
Lucas Torró,69.33333333333333,63,72,73
Boubacar Fofana,68.33333333333333,64,74,67
Stéphane Badji,72.66666666666667,73,72,73
Lucas Lima,70.33333333333333,70,71,70
Kaan Ayhan,69.33333333333333,71,73,64
Facundo Pereyra,30.333333333333332,39,26,26
Ethan Finlay,34.0,23,37,42
Fernando Barrientos,64.66666666666667,61,69,64
Felipe,63.333333333333336,58,65,67
Juan Carlos Paredes,68.66666666666667,67,69,70
Leandro Trossard,17.333333333333332,18,16,18
Roman Bezus,38.0,33,36,45
Patrick Bamford,31.666666666666668,18,23,54
Laurent Jans,69.66666666666667,71,70,68
Enver Cenk Şahin,26.0,26,24,28
Jacopo Dezi,61.0,60,65,58
Roman Emelyanov,70.33333333333333,68,71,72
Nicola Murru,70.0,73,75,62
Téji Savanier,51.0,47,51,55
Fran Carbia,31.333333333333332,23,20,51
Moussa Kone,65.66666666666667,62,65,70
Cristóbal Jorquera,45.333333333333336,47,42,47
Jordon Ibe,51.333333333333336,53,55,46
Valerio Verre,58.0,55,61,58
Anthony Lozano,29.666666666666668,35,40,14
Sebastián Sosa,16.0,11,15,22
Rob Schoofs,63.0,62,60,67
Anthony Koura,15.0,15,16,14
Jeff Louis,56.333333333333336,53,61,55
Naïm Sliti,31.0,27,34,32
Adriano Facchini,15.333333333333334,10,14,22
John Egan,70.0,72,68,70
Prince Désir Gouano,70.66666666666667,73,70,69
Youssef Toutouh,44.0,43,45,44
Brighton Mhlongo,17.666666666666668,17,19,17
Salim Khelifi,28.0,22,27,35
Oriol Rosell,67.0,64,65,72
Kenneth Otigba,65.33333333333333,61,68,67
Hervías,35.666666666666664,34,32,41
Maxime Dupé,15.0,11,11,23
Raphael Holzhauser,64.66666666666667,67,65,62
Koray Günter,69.0,70,71,66
Gabriel Achilier,71.66666666666667,69,74,72
Paul Dummett,70.66666666666667,73,74,65
Adam Reach,48.333333333333336,55,50,40
Rafał Wolski,35.333333333333336,30,32,44
Clément Tainmont,45.0,44,52,39
Bruno Zuculini,64.33333333333333,59,65,69
Lucas Aveldaño,68.66666666666667,65,68,73
Engin Bekdemir,47.666666666666664,44,45,54
Jon Toral,45.0,41,48,46
Gaëtan Courtet,23.666666666666668,16,21,34
Cristian Galano,14.666666666666666,14,14,16
Massimo Bruno,39.666666666666664,40,39,40
Ayanda Patosi,23.666666666666668,18,22,31
Joe Bryan,67.0,65,69,67
Benjamin Kessel,73.0,74,75,70
Leandro,19.666666666666668,12,20,27
Thiago Galhardo,64.33333333333333,56,68,69
Yu Sang Hun,17.666666666666668,18,13,22
Dimitri Foulquier,74.0,77,75,70
Tim Kister,68.66666666666667,68,72,66
Diego Chará,66.33333333333333,61,73,65
Isaías,66.33333333333333,63,70,66
Connor Ripley,15.333333333333334,15,12,19
James Tarkowski,71.66666666666667,71,75,69
Nahki Wells,46.333333333333336,35,48,56
Etiënne Reijnen,70.0,67,68,75
Jair,43.333333333333336,24,40,66
Rodrigo Ely,72.66666666666667,70,74,74
Thomas Bruns,59.0,59,59,59
Jon Flanagan,74.0,78,76,68
Erik Morán,68.66666666666667,61,75,70
Gustav Wikheim,43.333333333333336,42,46,42
Massadio Haïdara,70.33333333333333,72,71,68
Kevin Kraus,69.33333333333333,67,74,67
Andre Wisdom,74.66666666666667,73,80,71
Bruno Martella,62.333333333333336,68,62,57
Elias Kachunga,22.666666666666668,24,21,23
Sebastian Lletget,38.666666666666664,32,40,44
Hannes Van Der Bruggen,66.0,63,65,70
Toni Šunjić,71.33333333333333,71,75,68
Nicola Leali,19.0,19,13,25
Thibault Moulin,65.66666666666667,63,69,65
Sergey Bryzgalov,70.66666666666667,70,68,74
Maxime Colin,69.66666666666667,70,72,67
João Diogo,68.33333333333333,70,70,65
Jeffrey Schlupp,66.66666666666667,68,67,65
Denys Oliynyk,33.666666666666664,30,33,38
Giannis Maniatis,71.33333333333333,71,68,75
Gaztañaga,72.0,69,75,72
Diogo Amado,69.66666666666667,65,70,74
Barry Douglas,67.0,70,67,64
Benito Raman,19.333333333333332,15,20,23
Ibrahima Conté,42.666666666666664,39,41,48
Marcelo Silva,68.33333333333333,65,72,68
Graeme Shinnie,72.0,72,72,72
Roland Alberg,36.0,35,39,34
Michael Hector,70.33333333333333,67,75,69
Florian Jozefzoon,37.333333333333336,23,28,61
Atınç Nukan,69.66666666666667,69,75,65
Nicolas Höfler,70.66666666666667,68,70,74
Mustafa Yumlu,69.0,68,70,69
André Hoffmann,70.66666666666667,70,72,70
Daniel Royer,37.0,34,40,37
Marco Torsiglieri,70.33333333333333,71,70,70
Maikel Kieftenbeld,72.0,74,72,70
Jesús Sánchez,69.33333333333333,72,70,66
Bekim Balaj,16.333333333333332,16,21,12
Joffrey Cuffaut,68.0,67,74,63
Giulio Ebagua,18.666666666666668,19,22,15
Tobias Kempe,31.333333333333332,30,34,30
Ákos Elek,68.0,65,68,71
Michiel Jonckheere,59.333333333333336,54,60,64
Alexander Domínguez,18.333333333333332,19,20,16
Luis Marín,16.333333333333332,7,21,21
Simone Romagnoli,71.33333333333333,70,75,69
Abraham,70.66666666666667,72,69,71
Bailey Wright,68.66666666666667,69,71,66
Fredrik Midtsjø,59.0,58,59,60
Alexandr Kolomeytsev,65.0,58,68,69
Nikola Đurđić,31.0,15,37,41
Cláudio Ramos,15.666666666666666,13,17,17
Mika,13.666666666666666,9,10,22
Paulus Arajuuri,68.66666666666667,66,71,69
Guitián,71.0,71,67,75
Steve Clark,14.666666666666666,14,15,15
Danny Williams,70.0,71,70,69
Stefan Šćepović,35.0,38,34,33
Osvaldo González,69.66666666666667,70,71,68
Eunan O'Kane,63.333333333333336,59,63,68
Diego Fabbrini,26.666666666666668,22,27,31
Ali Ahamada,18.333333333333332,10,19,26
Yasser Al Mosailem,14.666666666666666,12,19,13
Lars Vilsvik,66.66666666666667,68,66,66
Christophe Diandy,68.66666666666667,66,70,70
Jhasmani Campos,24.333333333333332,23,21,29
Babanco,68.0,65,71,68
José Manuel Velázquez,69.33333333333333,66,72,70
Stalin Motta,53.666666666666664,48,56,57
Rodrigo Millar,62.333333333333336,56,63,68
Ivan Ivanov,70.66666666666667,66,74,72
Marco Davide Faraoni,66.66666666666667,71,66,63
Radosav Petrović,66.66666666666667,59,65,76
Danny Batth,69.66666666666667,70,72,67
David Davis,70.33333333333333,71,68,72
Edgar Costa,37.666666666666664,34,36,43
Amara Baby,59.666666666666664,65,63,51
Javi Ros,65.66666666666667,67,66,64
Will Grigg,26.333333333333332,20,37,22
Abdoul Razzagui Camara,27.333333333333332,27,29,26
Isma López,68.0,67,70,67
Adam Matthews,68.66666666666667,69,70,67
Maximiliano Coronel,72.0,75,76,65
Loris Benito,69.33333333333333,70,67,71
