Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Anthony Pilkington,60.714285714285715,63.0,4.0,75.0,70.0,74.0,74.0,65.0
Radosław Majewski,56.714285714285715,52.0,5.0,73.0,65.0,71.0,67.0,64.0
Xavi Torres,53.285714285714285,68.0,3.0,80.0,49.0,59.0,65.0,49.0
Rouwen Hennings,59.714285714285715,65.0,3.0,76.0,74.0,67.0,66.0,67.0
Thomas Phibel,42.42857142857143,76.0,3.0,52.0,26.0,54.0,38.0,48.0
Oleksandr Rybka,14.857142857142858,20.0,2.0,14.0,12.0,14.0,21.0,21.0
Charlie Mulgrew,57.57142857142857,73.0,4.0,79.0,42.0,73.0,73.0,59.0
Chris Kum,42.57142857142857,71.0,4.0,72.0,32.0,43.0,32.0,44.0
Habib Habibou,56.57142857142857,68.0,3.0,76.0,70.0,69.0,52.0,58.0
Aleandro Rosi,50.285714285714285,60.0,3.0,72.0,48.0,65.0,54.0,50.0
André Leão,48.857142857142854,61.0,3.0,64.0,53.0,59.0,52.0,50.0
Alain Traoré,64.14285714285714,65.0,3.0,87.0,67.0,79.0,75.0,73.0
İsmail Konuk,38.57142857142857,75.0,2.0,47.0,30.0,43.0,41.0,32.0
Cenk Gönen,13.0,16.0,1.0,18.0,18.0,12.0,14.0,12.0
Stefano Guberti,60.285714285714285,59.0,3.0,75.0,61.0,72.0,77.0,75.0
José Guerrero,45.714285714285715,64.0,3.0,62.0,42.0,53.0,45.0,51.0
Kévin Constant,55.285714285714285,68.0,3.0,75.0,50.0,67.0,68.0,56.0
Daniele Capelli,39.0,69.0,3.0,68.0,20.0,32.0,35.0,46.0
Moreno Costanzo,58.857142857142854,54.0,3.0,75.0,62.0,76.0,71.0,71.0
Nicolás Bertolo,53.0,60.0,3.0,69.0,63.0,63.0,56.0,57.0
Julio César Domínguez,40.857142857142854,67.0,2.0,61.0,29.0,50.0,47.0,30.0
Lukas Jutkiewicz,58.714285714285715,79.0,4.0,72.0,68.0,60.0,52.0,76.0
Mattias Bjärsmyr,34.857142857142854,62.0,2.0,47.0,28.0,34.0,37.0,34.0
Per Karlsson,34.0,55.0,2.0,51.0,35.0,30.0,28.0,37.0
Jahmir Hyka,48.142857142857146,43.0,3.0,59.0,63.0,59.0,58.0,52.0
Nano,56.57142857142857,54.0,3.0,82.0,48.0,65.0,77.0,67.0
Daniel Halfar,49.142857142857146,49.0,2.0,60.0,53.0,59.0,69.0,52.0
Jan Rosenthal,55.42857142857143,68.0,3.0,71.0,67.0,68.0,53.0,58.0
Christian Bolaños,51.0,39.0,4.0,71.0,63.0,68.0,69.0,43.0
Khalifa Sankaré,34.0,72.0,3.0,66.0,22.0,29.0,29.0,17.0
Walter Ayoví,57.57142857142857,59.0,4.0,77.0,49.0,75.0,71.0,68.0
Victor Bernárdez,55.0,64.0,3.0,86.0,39.0,59.0,70.0,64.0
Chris Gunter,38.57142857142857,60.0,4.0,48.0,45.0,43.0,23.0,47.0
Christoph Leitgeb,49.285714285714285,39.0,4.0,65.0,47.0,59.0,67.0,64.0
Fabio Ceravolo,55.285714285714285,60.0,3.0,61.0,69.0,64.0,60.0,70.0
Daniele Dessena,56.57142857142857,67.0,3.0,73.0,55.0,78.0,64.0,56.0
Stylianos Malezas,35.142857142857146,69.0,3.0,50.0,26.0,31.0,30.0,37.0
Tomasz Jodłowiec,49.0,74.0,3.0,71.0,34.0,63.0,43.0,55.0
Matías Cahais,45.42857142857143,68.0,3.0,64.0,34.0,53.0,41.0,55.0
Brian Hamalainen,50.285714285714285,63.0,3.0,72.0,26.0,57.0,74.0,57.0
Pierre Kanstrup,45.714285714285715,70.0,3.0,69.0,37.0,34.0,58.0,49.0
Souleymane Bamba,28.714285714285715,74.0,3.0,47.0,27.0,15.0,16.0,19.0
Réginal Goreux,56.0,62.0,4.0,75.0,54.0,71.0,67.0,59.0
David Fernández,43.142857142857146,71.0,5.0,72.0,34.0,46.0,38.0,36.0
Joona Toivio,56.857142857142854,71.0,3.0,86.0,46.0,57.0,76.0,59.0
Gertjan De Mets,54.714285714285715,65.0,3.0,74.0,49.0,69.0,65.0,58.0
Michael Mancienne,35.857142857142854,68.0,3.0,65.0,27.0,22.0,25.0,41.0
Linares,55.42857142857143,71.0,4.0,70.0,75.0,67.0,42.0,59.0
Rafa López,43.0,68.0,4.0,52.0,40.0,47.0,46.0,44.0
Carlos Esquivel,55.857142857142854,55.0,3.0,74.0,64.0,68.0,62.0,65.0
Javi Moyano,43.285714285714285,54.0,3.0,63.0,33.0,51.0,53.0,46.0
Jordi Gómez,61.0,46.0,3.0,76.0,67.0,73.0,80.0,82.0
Sastre,53.0,59.0,4.0,60.0,53.0,64.0,74.0,57.0
Antonio Balzano,38.857142857142854,55.0,3.0,66.0,30.0,58.0,24.0,36.0
David Cotterill,54.285714285714285,37.0,3.0,70.0,65.0,72.0,70.0,63.0
Ryan Shotton,46.57142857142857,68.0,3.0,65.0,50.0,44.0,37.0,59.0
Roy Beerens,51.285714285714285,35.0,5.0,58.0,64.0,64.0,62.0,71.0
Hugo Ventura,13.285714285714286,11.0,2.0,21.0,13.0,16.0,13.0,17.0
Carlos Luna,61.857142857142854,72.0,3.0,76.0,72.0,65.0,66.0,79.0
Kieran Lee,44.142857142857146,59.0,3.0,53.0,65.0,43.0,27.0,59.0
Fraizer Campbell,57.42857142857143,68.0,3.0,70.0,73.0,62.0,58.0,68.0
Michael Madl,53.714285714285715,69.0,3.0,68.0,40.0,69.0,70.0,57.0
Jordens Peters,36.42857142857143,63.0,3.0,37.0,29.0,43.0,34.0,46.0
Ikechi Anya,47.42857142857143,50.0,3.0,77.0,60.0,51.0,36.0,55.0
Jonathan Martins Pereira,44.714285714285715,59.0,2.0,55.0,39.0,62.0,44.0,52.0
Mouhamadou Dabo,47.285714285714285,63.0,3.0,66.0,39.0,59.0,47.0,54.0
Henok Goitom,56.57142857142857,73.0,2.0,71.0,69.0,57.0,54.0,70.0
Magnus Troest,27.285714285714285,68.0,3.0,51.0,16.0,30.0,11.0,12.0
Efraín Juárez,47.57142857142857,61.0,3.0,64.0,48.0,55.0,51.0,51.0
Steffen Hagen,34.857142857142854,66.0,3.0,45.0,31.0,40.0,23.0,36.0
Viktor Fayzulin,46.857142857142854,34.0,4.0,68.0,62.0,70.0,47.0,43.0
Kyle Lafferty,61.857142857142854,75.0,4.0,75.0,68.0,64.0,72.0,75.0
Park Chu Young,61.857142857142854,64.0,3.0,71.0,71.0,69.0,74.0,81.0
Darío Bottinelli,59.142857142857146,39.0,3.0,79.0,57.0,78.0,80.0,78.0
Sekou Cissé,56.42857142857143,63.0,4.0,74.0,68.0,67.0,49.0,70.0
Joel Lynch,42.857142857142854,69.0,2.0,65.0,33.0,61.0,35.0,35.0
Drew Moor,40.285714285714285,75.0,4.0,50.0,36.0,38.0,37.0,42.0
Johan Dahlin,12.285714285714286,12.0,3.0,16.0,10.0,19.0,13.0,13.0
Pita,57.57142857142857,59.0,3.0,79.0,59.0,65.0,69.0,69.0
Nauzet,13.857142857142858,15.0,2.0,12.0,17.0,17.0,13.0,21.0
Alexis Thébaux,11.285714285714286,14.0,3.0,13.0,11.0,14.0,12.0,12.0
Grant Leadbitter,59.0,58.0,3.0,75.0,62.0,70.0,68.0,77.0
Andrea Lazzari,57.0,48.0,4.0,80.0,52.0,71.0,76.0,68.0
James Vaughan,56.714285714285715,70.0,3.0,70.0,71.0,65.0,48.0,70.0
Jordan Remacle,55.285714285714285,37.0,4.0,66.0,63.0,70.0,71.0,76.0
Miloš Krasić,56.285714285714285,58.0,3.0,70.0,66.0,63.0,65.0,69.0
Paul Gallagher,59.0,52.0,3.0,79.0,62.0,74.0,75.0,68.0
Andy Keogh,58.142857142857146,67.0,4.0,71.0,74.0,60.0,59.0,72.0
Emanuel Villa,60.142857142857146,81.0,3.0,71.0,74.0,62.0,62.0,68.0
Liam Ridgewell,42.142857142857146,75.0,2.0,52.0,49.0,32.0,32.0,53.0
Peter Whittingham,62.285714285714285,58.0,3.0,74.0,65.0,73.0,81.0,82.0
Davide Biondini,53.142857142857146,60.0,3.0,73.0,48.0,72.0,65.0,51.0
Víctor Casadesús,59.714285714285715,76.0,4.0,76.0,66.0,64.0,63.0,69.0
José Rivas,48.0,75.0,3.0,66.0,40.0,49.0,50.0,53.0
François Clerc,49.285714285714285,71.0,3.0,57.0,43.0,60.0,52.0,59.0
Ólafur Ingi Skúlason,53.142857142857146,67.0,4.0,70.0,48.0,66.0,57.0,60.0
Vasyl Kobin,40.857142857142854,72.0,3.0,42.0,33.0,56.0,36.0,44.0
Avimiled Rivas,52.0,57.0,3.0,67.0,55.0,64.0,65.0,53.0
Eugene Galeković,13.571428571428571,12.0,2.0,18.0,15.0,15.0,12.0,21.0
Clayton Donaldson,51.142857142857146,65.0,3.0,68.0,73.0,56.0,29.0,64.0
Nereo Fernández,17.714285714285715,23.0,3.0,23.0,22.0,10.0,19.0,24.0
Christian Puggioni,16.428571428571427,15.0,2.0,19.0,18.0,15.0,25.0,21.0
Braulio Leal,56.714285714285715,53.0,3.0,73.0,61.0,71.0,69.0,67.0
Craig Bryson,55.42857142857143,56.0,3.0,72.0,65.0,68.0,63.0,61.0
Łukasz Szukała,40.0,75.0,3.0,64.0,28.0,28.0,40.0,42.0
Willem Janssen,56.714285714285715,71.0,4.0,74.0,62.0,67.0,44.0,75.0
David Edwards,53.714285714285715,80.0,3.0,63.0,69.0,53.0,53.0,55.0
Thomas Kessler,13.714285714285714,15.0,3.0,21.0,13.0,14.0,14.0,16.0
Joël Sami,44.714285714285715,73.0,3.0,55.0,37.0,46.0,51.0,48.0
José De la Cuesta,44.142857142857146,76.0,3.0,63.0,33.0,49.0,47.0,38.0
Christoph Janker,39.285714285714285,68.0,3.0,62.0,22.0,30.0,40.0,50.0
Juan Carlos Medina,56.42857142857143,52.0,4.0,70.0,63.0,70.0,68.0,68.0
Damián Álvarez,53.57142857142857,51.0,4.0,69.0,61.0,65.0,59.0,66.0
Jakub Rzeźniczak,41.714285714285715,66.0,3.0,63.0,46.0,52.0,27.0,35.0
Carlitos,58.142857142857146,57.0,4.0,72.0,66.0,74.0,70.0,64.0
Łukasz Trałka,52.57142857142857,69.0,2.0,59.0,57.0,56.0,60.0,65.0
Víctor Figueroa,51.0,42.0,3.0,73.0,65.0,70.0,70.0,34.0
Gustavo Colman,54.857142857142854,52.0,3.0,72.0,56.0,69.0,60.0,72.0
Daniel Montenegro,60.285714285714285,59.0,4.0,74.0,63.0,73.0,75.0,74.0
Mike Williamson,40.0,76.0,3.0,52.0,33.0,24.0,43.0,49.0
Liam Rosenior,43.285714285714285,60.0,3.0,69.0,50.0,42.0,35.0,44.0
Dimitrios Konstantopoulos,12.714285714285714,13.0,3.0,22.0,10.0,12.0,11.0,18.0
Marco Caligiuri,50.42857142857143,66.0,3.0,68.0,50.0,55.0,48.0,63.0
Daniele Corvia,53.714285714285715,70.0,4.0,74.0,71.0,56.0,26.0,75.0
Ali Al-Habsi,13.428571428571429,16.0,2.0,22.0,18.0,12.0,11.0,13.0
Davy De fauw,57.857142857142854,69.0,4.0,73.0,39.0,70.0,72.0,78.0
Sławomir Peszko,51.42857142857143,36.0,4.0,70.0,65.0,68.0,62.0,55.0
Paweł Kieszek,13.142857142857142,20.0,2.0,20.0,20.0,9.0,12.0,9.0
Ivica Olić,61.42857142857143,68.0,4.0,80.0,69.0,73.0,63.0,73.0
Igor Lebedenko,60.0,73.0,3.0,69.0,73.0,70.0,61.0,71.0
Roman Pavlyuchenko,64.28571428571429,75.0,4.0,75.0,71.0,75.0,73.0,77.0
Juan Rodriguez,55.714285714285715,71.0,3.0,80.0,59.0,64.0,59.0,54.0
Rubén,23.571428571428573,12.0,3.0,31.0,14.0,32.0,48.0,25.0
Ikechukwu Uche,55.42857142857143,65.0,3.0,80.0,67.0,63.0,43.0,67.0
Răzvan Raţ,52.57142857142857,66.0,3.0,62.0,49.0,59.0,80.0,49.0
Emiliano Papa,47.285714285714285,65.0,2.0,60.0,35.0,51.0,60.0,58.0
Jonás Gutiérrez,59.857142857142854,63.0,3.0,80.0,63.0,71.0,68.0,71.0
Facundo Erpen,49.42857142857143,69.0,3.0,70.0,48.0,60.0,49.0,47.0
Patricio Toranzo,54.857142857142854,49.0,3.0,68.0,59.0,69.0,73.0,63.0
Israel Damonte,52.0,65.0,3.0,62.0,56.0,57.0,61.0,60.0
Alexandros Tziolis,55.57142857142857,68.0,2.0,74.0,55.0,73.0,59.0,58.0
Sammy Bossut,16.571428571428573,12.0,3.0,40.0,13.0,16.0,15.0,17.0
Ross Wallace,53.42857142857143,36.0,3.0,73.0,60.0,67.0,74.0,61.0
Óscar Pérez,18.0,24.0,3.0,24.0,14.0,18.0,20.0,23.0
Alessandro Cordaro,52.0,47.0,4.0,68.0,64.0,63.0,56.0,62.0
Carlos Salcido,54.285714285714285,67.0,3.0,72.0,45.0,69.0,62.0,62.0
Billy Jones,50.285714285714285,61.0,3.0,59.0,53.0,60.0,59.0,57.0
Issa Cissokho,52.857142857142854,57.0,4.0,77.0,39.0,69.0,67.0,57.0
Hassan Yebda,58.57142857142857,76.0,3.0,83.0,47.0,68.0,59.0,74.0
Amaya,33.57142857142857,77.0,3.0,57.0,26.0,24.0,23.0,25.0
Franck Signorino,41.142857142857146,53.0,2.0,66.0,34.0,45.0,46.0,42.0
Jordan Lotiès,52.0,72.0,3.0,74.0,38.0,61.0,59.0,57.0
Christophe Lepoint,58.57142857142857,77.0,3.0,72.0,66.0,65.0,58.0,69.0
Kim Do Heon,58.0,53.0,5.0,71.0,66.0,70.0,68.0,73.0
Rodolfo,58.0,77.0,3.0,84.0,55.0,68.0,63.0,56.0
Niki Zimling,59.42857142857143,67.0,3.0,78.0,60.0,72.0,67.0,69.0
Jesper Hansen,12.285714285714286,13.0,3.0,12.0,13.0,13.0,12.0,20.0
Sabri Sarıoğlu,47.42857142857143,38.0,2.0,84.0,44.0,63.0,47.0,54.0
Ali Turan,43.285714285714285,68.0,3.0,62.0,22.0,44.0,42.0,62.0
Sulley Muntari,59.57142857142857,61.0,2.0,83.0,59.0,80.0,61.0,71.0
Marco Donadel,55.142857142857146,67.0,3.0,78.0,45.0,74.0,64.0,55.0
Elyasa Süme,40.42857142857143,70.0,2.0,66.0,41.0,38.0,35.0,31.0
Youssouf Hadji,60.42857142857143,71.0,3.0,70.0,71.0,67.0,68.0,73.0
Clément Maury,13.857142857142858,15.0,3.0,24.0,12.0,10.0,17.0,16.0
Alexander Madlung,49.42857142857143,79.0,2.0,78.0,47.0,42.0,55.0,43.0
Daniel Sjölund,50.57142857142857,39.0,2.0,69.0,54.0,67.0,64.0,59.0
Heiko Westermann,48.142857142857146,82.0,4.0,71.0,47.0,52.0,39.0,42.0
Johan Cavalli,55.857142857142854,50.0,4.0,66.0,62.0,65.0,67.0,77.0
Darren Bent,60.142857142857146,71.0,3.0,76.0,73.0,65.0,58.0,75.0
Jakob Poulsen,57.857142857142854,49.0,4.0,73.0,63.0,72.0,73.0,71.0
Matteo Brighi,55.285714285714285,68.0,3.0,70.0,50.0,64.0,64.0,68.0
Daniele Cacia,56.42857142857143,72.0,3.0,72.0,74.0,51.0,48.0,75.0
Steve von Bergen,35.714285714285715,72.0,3.0,57.0,22.0,32.0,18.0,46.0
Benoît Cheyrou,58.0,69.0,3.0,76.0,53.0,61.0,70.0,74.0
Gerhard Tremmel,15.857142857142858,14.0,3.0,14.0,15.0,11.0,13.0,41.0
Steed Malbranque,50.0,49.0,3.0,50.0,55.0,61.0,66.0,66.0
Rúben Fernandes,45.57142857142857,72.0,3.0,65.0,39.0,51.0,31.0,58.0
Stefan Ishizaki,57.857142857142854,48.0,3.0,69.0,62.0,78.0,77.0,68.0
Moreira,16.0,13.0,2.0,44.0,14.0,11.0,17.0,11.0
Sergiu Hanca,49.285714285714285,61.0,3.0,65.0,58.0,49.0,56.0,53.0
Damir Šovšić,53.857142857142854,41.0,4.0,71.0,63.0,70.0,63.0,65.0
Juan Sebastián Verón,62.142857142857146,56.0,4.0,77.0,59.0,77.0,80.0,82.0
Cristian Colmán,56.714285714285715,70.0,4.0,74.0,71.0,61.0,49.0,68.0
Tomáš Souček,54.857142857142854,70.0,3.0,69.0,61.0,67.0,58.0,56.0
Antonín Barák,59.714285714285715,58.0,3.0,81.0,68.0,77.0,65.0,66.0
Manolis Siopis,49.857142857142854,55.0,3.0,66.0,50.0,58.0,58.0,59.0
Sasa Lukic,54.0,55.0,3.0,68.0,54.0,64.0,68.0,66.0
Michael Ngadeu-Ngadjui,40.57142857142857,72.0,5.0,72.0,38.0,21.0,26.0,50.0
Maximiliano Olivera,52.42857142857143,55.0,3.0,65.0,53.0,68.0,71.0,52.0
Andriy Totovytskyi,57.285714285714285,62.0,3.0,72.0,67.0,70.0,65.0,62.0
Alberth Elis,55.142857142857146,64.0,4.0,69.0,65.0,62.0,57.0,65.0
Omer Atzili,55.42857142857143,59.0,3.0,71.0,70.0,67.0,59.0,59.0
Ever Corredeira,58.857142857142854,70.0,3.0,70.0,75.0,67.0,54.0,73.0
Nilson Padilho,48.285714285714285,60.0,3.0,72.0,56.0,49.0,49.0,49.0
Luan Sendeiro,54.0,74.0,3.0,72.0,52.0,59.0,75.0,43.0
Jailson Oliva,37.0,50.0,3.0,54.0,33.0,34.0,43.0,42.0
João Bardinho,53.285714285714285,54.0,4.0,63.0,55.0,59.0,75.0,63.0
Rafa Navarro,44.142857142857146,67.0,3.0,67.0,34.0,41.0,49.0,48.0
Srdjan Babic,40.714285714285715,71.0,3.0,57.0,35.0,41.0,40.0,38.0
Youssef En-Nesyri,54.142857142857146,66.0,4.0,67.0,72.0,64.0,47.0,59.0
Matthijs de Ligt,38.0,68.0,4.0,64.0,24.0,35.0,31.0,40.0
Achraf Hakimi,49.42857142857143,55.0,2.0,71.0,57.0,60.0,55.0,46.0
Mateus,47.42857142857143,69.0,2.0,73.0,39.0,65.0,40.0,44.0
Ratón,10.714285714285714,13.0,2.0,21.0,5.0,7.0,12.0,15.0
Platiny,55.0,69.0,3.0,74.0,75.0,68.0,41.0,55.0
Sergey Chernik,9.571428571428571,10.0,2.0,17.0,5.0,9.0,13.0,11.0
Salvi,50.42857142857143,43.0,3.0,62.0,67.0,59.0,65.0,54.0
Alberto Benito,41.0,55.0,3.0,56.0,28.0,52.0,49.0,44.0
Didi,40.285714285714285,72.0,2.0,67.0,33.0,42.0,26.0,40.0
Borja Lasso,53.42857142857143,38.0,3.0,74.0,66.0,68.0,64.0,61.0
Allan Ardaújo,53.57142857142857,55.0,4.0,66.0,56.0,59.0,63.0,72.0
Jairo Farnias,8.714285714285714,7.0,3.0,14.0,7.0,6.0,10.0,14.0
Ricky Guerreda,41.714285714285715,47.0,4.0,55.0,40.0,42.0,51.0,53.0
Elgezabal,38.285714285714285,70.0,3.0,58.0,24.0,26.0,46.0,41.0
Milad Mohammadi,47.857142857142854,55.0,4.0,57.0,48.0,60.0,50.0,61.0
Daisuke Suzuki,37.285714285714285,72.0,3.0,51.0,28.0,25.0,40.0,42.0
Bernardo,40.714285714285715,59.0,3.0,67.0,28.0,58.0,32.0,38.0
Guillermo Acosta,44.857142857142854,47.0,3.0,60.0,54.0,62.0,48.0,40.0
Gonzalo Papa,41.42857142857143,54.0,2.0,51.0,37.0,50.0,46.0,50.0
Nicolás Romat,47.42857142857143,78.0,3.0,70.0,40.0,59.0,43.0,39.0
Nicolás Silva,44.857142857142854,36.0,4.0,52.0,52.0,51.0,72.0,47.0
Wataru Endo,45.285714285714285,67.0,3.0,59.0,37.0,52.0,43.0,56.0
Christopher Nkunku,48.714285714285715,47.0,3.0,61.0,56.0,55.0,65.0,54.0
Ryota Moriwaki,47.285714285714285,69.0,3.0,64.0,34.0,51.0,48.0,62.0
Milan Škriniar,43.142857142857146,71.0,4.0,54.0,41.0,35.0,39.0,58.0
Emanuel Dening,53.142857142857146,50.0,3.0,66.0,81.0,68.0,39.0,65.0
Gabriel Sanabria,52.0,68.0,3.0,60.0,55.0,54.0,73.0,51.0
Leonardo Castro,51.57142857142857,57.0,4.0,73.0,74.0,56.0,31.0,66.0
Yann Karamoh,54.285714285714285,65.0,3.0,66.0,70.0,67.0,44.0,65.0
Javi Ontiveros,53.57142857142857,32.0,3.0,72.0,68.0,71.0,61.0,68.0
Cameron Borthwick-Jackson,40.857142857142854,65.0,3.0,45.0,42.0,43.0,42.0,46.0
Alexis Soto,29.857142857142858,44.0,2.0,32.0,25.0,27.0,41.0,38.0
Joris Gnagnon,35.142857142857146,66.0,2.0,48.0,28.0,27.0,28.0,47.0
Emre Mor,46.42857142857143,41.0,3.0,69.0,65.0,60.0,38.0,49.0
Nejc Skubic,40.0,59.0,3.0,62.0,44.0,46.0,34.0,32.0
Jozo Šimunović,31.571428571428573,70.0,3.0,42.0,19.0,26.0,25.0,36.0
Saberto Botelho,45.0,69.0,3.0,70.0,42.0,53.0,32.0,46.0
Sevinho Santos,55.57142857142857,72.0,3.0,68.0,66.0,67.0,56.0,57.0
Vicemte Tófoli,57.57142857142857,53.0,2.0,68.0,77.0,62.0,68.0,73.0
Diogildo Peixe,55.0,61.0,4.0,71.0,61.0,67.0,55.0,66.0
Raphael Paneira,52.142857142857146,64.0,4.0,52.0,62.0,67.0,57.0,59.0
Macarinho Louro,51.857142857142854,56.0,3.0,54.0,61.0,62.0,56.0,71.0
Renaldo Justinho,52.57142857142857,67.0,4.0,56.0,62.0,54.0,61.0,64.0
Alam Basteirinho,53.42857142857143,48.0,4.0,54.0,59.0,65.0,73.0,71.0
Diegildo Ramos,50.42857142857143,71.0,5.0,57.0,55.0,56.0,48.0,61.0
Ansel Barnisco,49.714285714285715,69.0,3.0,55.0,51.0,53.0,42.0,75.0
Nazarinho Rios,46.714285714285715,66.0,3.0,56.0,41.0,55.0,45.0,61.0
Lourival Dinisco,50.142857142857146,76.0,3.0,62.0,52.0,54.0,43.0,61.0
Allison Sireo,38.285714285714285,75.0,3.0,58.0,29.0,21.0,34.0,48.0
Eltson Marques,44.57142857142857,77.0,3.0,57.0,37.0,42.0,45.0,51.0
Césario Figueirido,49.285714285714285,76.0,3.0,53.0,52.0,44.0,55.0,62.0
Milton Menceiros,44.42857142857143,68.0,3.0,61.0,44.0,46.0,40.0,49.0
Bernardo Motinho,46.857142857142854,65.0,3.0,53.0,51.0,52.0,42.0,62.0
Sérgio Espinho,47.714285714285715,71.0,3.0,51.0,45.0,46.0,57.0,61.0
Paulo Mesqueira,62.57142857142857,55.0,5.0,81.0,75.0,76.0,73.0,73.0
Daguinho Parrela,42.57142857142857,62.0,3.0,43.0,41.0,42.0,46.0,61.0
Luisinho Conradi,47.142857142857146,52.0,3.0,62.0,54.0,53.0,51.0,55.0
Wagner Orsinho,51.0,59.0,3.0,59.0,52.0,62.0,48.0,74.0
Emerson Avintes,57.142857142857146,48.0,3.0,71.0,69.0,75.0,75.0,59.0
Breno Bemposta,58.142857142857146,66.0,3.0,72.0,41.0,76.0,75.0,74.0
Enzo Chissano,46.857142857142854,46.0,3.0,57.0,54.0,48.0,56.0,64.0
Alexio Sanctos,46.57142857142857,76.0,3.0,76.0,48.0,42.0,40.0,41.0
Renatao Baumer,48.57142857142857,68.0,2.0,57.0,47.0,60.0,58.0,48.0
Alam Araújo,48.285714285714285,69.0,3.0,51.0,55.0,44.0,66.0,50.0
Victor Fachinhas,14.0,9.0,2.0,23.0,8.0,9.0,23.0,24.0
Vital Nsimba,48.857142857142854,59.0,3.0,69.0,56.0,63.0,42.0,50.0
Fran Villalba,48.0,33.0,3.0,44.0,60.0,66.0,73.0,57.0
Andrey Lunev,14.714285714285714,17.0,3.0,24.0,14.0,13.0,17.0,15.0
Georgiy Dzhikiya,50.57142857142857,64.0,3.0,74.0,40.0,60.0,68.0,45.0
Rodrigo Pinho,57.285714285714285,68.0,2.0,73.0,71.0,62.0,56.0,69.0
Victorien Angban,41.142857142857146,41.0,4.0,58.0,46.0,55.0,45.0,39.0
Pascal Stenzel,40.285714285714285,54.0,3.0,56.0,37.0,48.0,35.0,49.0
Fernando De Paul,13.714285714285714,12.0,3.0,21.0,15.0,12.0,12.0,21.0
David Rocha,54.57142857142857,54.0,3.0,72.0,56.0,70.0,72.0,55.0
Matheus Pereira,50.142857142857146,52.0,3.0,58.0,60.0,52.0,64.0,62.0
Charles,14.714285714285714,20.0,2.0,19.0,13.0,18.0,13.0,18.0
Elohim Rolland,50.42857142857143,59.0,3.0,74.0,57.0,71.0,47.0,42.0
Davide Calabria,37.714285714285715,56.0,3.0,46.0,30.0,48.0,38.0,43.0
Hidde Jurjus,16.285714285714285,19.0,3.0,24.0,14.0,12.0,19.0,23.0
Marc Roberts,29.714285714285715,69.0,2.0,33.0,21.0,20.0,29.0,34.0
Zinédine Machach,49.857142857142854,59.0,3.0,61.0,61.0,61.0,49.0,55.0
Raillo,40.0,80.0,3.0,54.0,25.0,39.0,36.0,43.0
Alexandre Silva,46.142857142857146,54.0,3.0,67.0,68.0,53.0,33.0,45.0
Giovanni Troupée,42.857142857142854,55.0,3.0,62.0,44.0,46.0,49.0,41.0
Georgiy Tigiev,46.714285714285715,51.0,5.0,64.0,34.0,65.0,67.0,41.0
Brandley Kuwas,49.57142857142857,34.0,3.0,76.0,65.0,68.0,45.0,56.0
Rico Strieder,40.285714285714285,59.0,3.0,59.0,37.0,32.0,45.0,47.0
Óscar Vílchez,44.142857142857146,58.0,3.0,57.0,34.0,50.0,48.0,59.0
Josep Señé,52.714285714285715,61.0,3.0,48.0,69.0,67.0,60.0,61.0
Nuno Santos,58.714285714285715,57.0,2.0,79.0,58.0,71.0,73.0,71.0
Kim Seung Joon,49.0,52.0,4.0,67.0,71.0,64.0,27.0,58.0
Anastasios Donis,53.42857142857143,58.0,4.0,68.0,70.0,64.0,41.0,69.0
Hugo Basto,45.0,68.0,3.0,74.0,28.0,65.0,31.0,46.0
Dmitriy Stotskiy,53.857142857142854,66.0,4.0,69.0,65.0,49.0,62.0,62.0
Samuel Adegbenro,53.42857142857143,55.0,4.0,67.0,62.0,65.0,63.0,58.0
Damián Lemos,42.57142857142857,72.0,3.0,46.0,37.0,36.0,53.0,51.0
Cristian Arrieta,37.285714285714285,60.0,3.0,41.0,41.0,45.0,30.0,41.0
Melero,54.57142857142857,51.0,3.0,71.0,67.0,70.0,67.0,53.0
Yojiro Takahagi,49.57142857142857,38.0,2.0,56.0,62.0,63.0,66.0,60.0
Jhonathan Muñoz,32.57142857142857,66.0,3.0,31.0,40.0,21.0,29.0,38.0
Ivo Rodrigues,54.285714285714285,48.0,3.0,77.0,67.0,64.0,51.0,70.0
Bruno Santos,32.57142857142857,60.0,3.0,34.0,28.0,28.0,35.0,40.0
Benjamin Pavard,42.0,65.0,3.0,60.0,37.0,36.0,45.0,48.0
Matías Escudero,29.428571428571427,69.0,2.0,32.0,16.0,25.0,24.0,38.0
Antonio Milić,42.42857142857143,77.0,3.0,57.0,34.0,42.0,41.0,43.0
Kieran Tierney,35.285714285714285,52.0,2.0,65.0,26.0,35.0,32.0,35.0
Fabián,55.42857142857143,61.0,3.0,57.0,66.0,72.0,59.0,70.0
Che Adams,52.714285714285715,48.0,4.0,72.0,72.0,65.0,59.0,49.0
Assane Gnoukouri,46.857142857142854,69.0,3.0,63.0,47.0,49.0,46.0,51.0
Steven Bergwijn,53.57142857142857,55.0,2.0,72.0,65.0,65.0,57.0,59.0
Olivier Boscagli,30.714285714285715,65.0,4.0,39.0,20.0,21.0,30.0,36.0
Daniele Verde,47.714285714285715,46.0,4.0,72.0,50.0,60.0,43.0,59.0
Washington,47.714285714285715,53.0,2.0,65.0,51.0,70.0,46.0,47.0
