Name,Dribbling,Skill_Moves,Ball_Control,Attacking_Position,Balance,Agility
Cameron Brannagan,53.0,2,64,63,67,69
Ryan Thomas,60.2,3,75,66,82,75
Federico Mattiello,56.8,3,73,60,73,75
Kemar Lawrence,53.6,2,66,63,58,79
Dmytro Khomchenovskyi,54.0,3,71,57,70,69
Bersant Celina,56.2,3,77,60,70,71
Jorginho,58.0,3,73,69,69,76
Zhivko Milanov,53.6,2,64,59,73,70
Ismaïl Aissati,59.8,3,72,68,78,78
Gheorghe Grozav,52.0,3,73,66,50,68
Igor Bubnjić,31.4,2,51,15,34,55
Ante Rebić,53.8,3,72,68,58,68
Jimmy Medranda,59.8,3,70,60,86,80
Dimitri Cavaré,42.2,2,67,39,44,59
Baptiste Santamaria,55.6,2,74,58,69,75
Uroš Matić,55.2,3,67,71,68,67
Raffaele Di Gennaro,27.0,1,25,12,61,36
Saúl,48.6,3,70,49,63,58
Pedro Tiba,52.8,3,72,60,64,65
Raúl Osorio,41.4,2,54,25,64,62
César Pinares,60.6,4,71,70,74,84
Pozo,59.6,4,78,63,80,73
Olivier Ntcham,53.4,2,72,62,69,62
Kim Min Woo,57.8,3,71,68,74,73
Samir Saad,46.0,2,46,45,67,70
Aleksandar Bjelica,49.4,2,68,54,60,63
Jonathan Zacaría,57.6,3,67,73,74,71
Dakonam Djené,52.2,2,59,49,73,78
Javier Mendoza,58.6,3,70,62,83,75
Alexis Martín Arias,25.8,1,22,19,55,32
Martín Barragán,56.0,2,70,64,68,76
Shuichi Gonda,29.2,1,20,35,50,40
Shusaku Nishikawa,33.6,1,27,15,57,68
Sequeira,49.4,2,64,57,64,60
Darwin Cerén,51.8,2,65,57,81,54
Wilker Ángel,31.0,2,45,27,42,39
Aníbal Godoy,46.6,2,65,41,62,63
Václav Černý,62.2,3,77,59,80,92
Yeltsin Tejeda,52.6,2,70,57,72,62
Godfrey Oboabona,43.8,2,59,38,60,60
Jean Zimmer,60.6,2,70,56,91,84
Alvas Powell,57.0,3,64,63,72,83
Luca Bittante,50.4,2,68,60,54,68
Roberto,56.2,2,69,71,69,70
Filip Raičević,53.4,3,70,71,61,62
Néstor Moiraghi,35.6,2,49,21,61,45
Boli Bolingoli,55.4,2,65,64,68,78
Renaud Emond,53.2,2,64,75,60,65
Uroš Spajić,46.2,2,66,41,64,58
Edimilson Fernandes,52.0,3,71,56,58,72
Birama Ndoye,52.4,2,65,65,71,59
Bruno Pires,45.8,2,64,31,67,65
Ibrahima Seck,37.4,2,58,37,44,46
Guido Milan,33.0,2,49,22,44,48
Gabriel Graciani,56.2,3,69,66,70,73
César,34.8,2,58,31,40,43
Lucas Pittinari,52.0,2,67,62,66,63
Walter Benítez,21.8,1,14,18,40,36
Ezequiel Rescaldani,44.6,2,66,72,34,49
Facundo Castillón,61.4,3,74,67,77,86
Lautaro Giannetti,37.4,2,42,26,60,57
Leandro Desábato,53.6,2,62,59,73,72
Maximiliano Urruti,59.4,3,72,70,78,74
Nicolás Aguirre,55.6,3,74,70,63,68
Guillermo Cosaro,52.4,2,65,58,69,68
Fernando Meza,47.4,2,64,28,74,69
Gerard,46.8,3,77,48,48,58
Fernando Cordero,57.6,3,66,71,72,76
Farès Bahlouli,57.8,4,75,66,68,76
Leandro Benegas,51.8,3,63,68,60,65
Ángelo Sagal,55.6,3,66,70,67,72
Franz Schultz,60.0,2,68,73,75,82
Jorge Pereyra Díaz,56.2,2,70,70,69,70
Óscar Benítez,57.2,3,71,63,74,75
Ángel Zaldívar,57.0,2,71,67,69,76
Nicolás Berardo,50.0,2,71,68,52,57
Elkin Blanco,50.6,2,68,55,63,65
Sergio López,56.6,3,72,62,72,74
Paulo Díaz,44.6,2,65,42,55,59
Mauricio Cuero,58.8,4,70,66,77,77
Sebastián Ubilla,61.4,4,70,70,75,88
Jonathan Ávila,30.4,2,58,30,31,31
Luis Carlos Ruiz,53.6,2,66,73,54,73
Christian Vilches,42.2,2,55,27,66,61
Juan Delgado,61.6,4,73,69,77,85
Claudio Baeza,57.4,2,72,63,80,70
Rafael Caroca,50.8,2,65,53,71,63
Benjamín Vidal,42.0,2,59,39,55,55
Leonardo Pico,54.6,2,65,68,69,69
Elvis Perlaza,51.2,2,58,48,75,73
Stiven Barreiro,39.8,2,50,33,59,55
Mauricio Casierra,52.4,2,57,50,76,77
Éver Cantero,54.8,3,63,71,73,64
Camilo Saiz,29.6,2,45,22,40,39
Johan Mojica,56.6,3,72,61,60,87
Víctor Giraldo,52.2,3,68,43,74,73
Diego Peralta,32.2,2,51,42,36,30
Pylyp Budkivskyi,49.2,2,68,69,44,63
Simeon Slavchev,48.0,2,70,41,64,63
Cristián Suárez,42.4,2,58,54,57,41
Ronwen Williams,24.4,1,15,14,55,37
Isaiah Brown,58.4,3,75,64,70,80
Eduardo López,63.4,3,73,63,92,86
Luis Ojeda,28.6,1,23,19,61,39
Steeven Willems,47.6,2,64,40,65,67
Mu Kanazaki,60.4,3,75,73,69,82
Kekuta Manneh,61.0,4,68,67,80,86
Vinícius Araújo,57.2,3,68,69,77,69
Sebastián Palacios,64.0,4,67,69,89,91
Wil Trapp,49.8,2,70,55,66,56
Andrés Rentería,57.0,4,74,62,67,78
Jonas Meffert,47.6,2,65,47,60,64
Issiaga Sylla,54.6,3,69,68,65,68
Brandon Thomas,64.8,2,69,76,90,87
Sebastian Kerk,56.6,3,72,70,64,74
Jamie Maclaren,61.2,2,67,74,78,85
Alexander Djiku,46.8,2,65,47,66,54
Sebastián Rincón,56.0,4,67,69,70,70
Nikola Ninković,57.8,3,74,75,71,66
Michael Heylen,41.8,2,58,48,48,53
Mustafa Al Bassas,59.2,4,69,61,78,84
Tobias Schröck,48.6,2,68,57,57,59
Quirin Moll,48.0,2,66,47,61,64
Kevin Akpoguma,42.0,2,62,45,47,54
Neal Maupay,61.8,3,68,75,79,84
Robert Leipertz,54.6,2,70,68,66,67
Pierluigi Gollini,29.0,1,24,12,52,56
Reece James,54.4,2,67,55,75,73
John Swift,59.6,3,72,70,74,79
Luiz Phellype,48.2,3,64,71,46,57
Rudy Cardozo,56.6,3,66,65,76,73
Mauro Goicoechea,22.2,1,18,13,46,33
Moryke Fofana,58.4,4,73,60,77,78
Lisandro Magallán,40.8,2,58,34,51,59
Corentin Jean,63.6,2,68,77,81,90
Arnór Ingvi Traustason,57.0,3,73,58,73,78
Opa N'Guette,57.2,3,68,70,63,82
Kenan Kodro,50.8,3,66,71,56,58
Giorgos Koutroubis,39.2,2,56,51,47,40
Pablo Valcarce,61.2,3,71,72,80,80
Federico Ceccherini,38.0,2,56,13,59,60
Julián Velázquez,42.2,2,50,36,55,68
Leonardo Capezzi,57.2,2,72,68,75,69
Fran Sol,54.0,3,63,69,63,72
Alberto Brignoli,17.8,1,23,11,32,22
Ibrahima Mbaye,53.4,2,68,60,65,72
Thomas Pledl,61.8,3,74,60,82,90
Jairo Palomino,51.4,2,68,54,62,71
Tomasz Kędziora,53.8,2,63,66,67,71
Gergő Lovrencsics,54.2,3,68,59,68,73
Johannes Wurtz,58.0,3,71,69,73,74
Waleed Bakhashwain,54.2,3,69,54,66,79
Yroundu Musavu-King,34.2,2,60,18,58,33
Julian Jeanvier,49.8,2,60,45,67,75
Ayanda Gcaba,46.8,3,68,43,59,61
Andrés Cadavid,31.6,2,46,25,55,30
Barrie McKay,60.2,3,71,66,80,81
Stefano Magnasco,52.6,3,65,55,74,66
Mattheus Oliveira,56.2,4,71,68,67,71
Bruninho,61.4,4,74,67,83,79
Rodéric Filippi,29.0,2,42,20,52,29
Bart van Hintum,51.0,2,67,52,71,63
Bram van Polen,52.0,2,68,54,69,67
Nicolas Saint-Ruf,41.0,2,60,23,61,59
Simon Hedlund,60.0,2,69,62,79,88
Abdulmajeed Al Ruwaili,55.6,4,75,66,73,60
Joel Silva,23.8,1,20,12,40,46
Mandé Sayouba,23.6,1,19,16,50,32
Ahmad Hassan Assiri,38.0,2,50,11,64,63
Hussain Omar Sulaimani,57.8,3,66,67,76,77
Mickey van der Hart,25.4,1,27,18,46,35
Cosmin Matei,56.6,3,72,65,68,75
Enrico Valentini,53.0,2,69,52,71,71
Rubén Sobrino,58.4,3,80,73,62,74
Axel Ngando,57.4,4,71,64,78,70
Rafidine Abdullah,53.0,2,76,70,59,58
Pierre-Yves Polomat,50.0,2,68,52,65,63
Thomas Eisfeld,58.2,3,72,63,77,76
Abel Camará,52.8,3,65,67,61,68
Brian Behrendt,47.2,2,58,56,61,59
Steeve Yago,51.4,2,65,63,69,58
Mike Havenaar,49.2,2,70,73,41,60
Giannis Gianniotas,59.8,3,68,67,78,83
Digão,46.0,2,64,29,67,68
Mohamed Yattara,55.0,3,67,65,69,71
Adam Webster,42.2,2,67,26,62,54
Jere Uronen,53.6,2,69,52,73,72
Tadanari Lee,57.2,2,68,71,62,83
Mario Sampirisi,48.6,2,66,47,65,63
Jamie Walker,60.4,3,68,66,80,85
Yunis Abdelhamid,33.8,2,55,21,48,43
Joseph Lopy,47.8,2,68,44,54,71
Yussif Raman Chibsah,58.4,2,68,64,79,79
Bryan Verboom,56.4,2,66,61,79,74
Vieux Yakhya Sané,41.0,2,59,45,46,53
Nicolaj Thomsen,55.8,3,72,66,68,70
Nathaniel Chalobah,52.6,2,73,54,58,76
Alexander Ring,59.8,3,71,63,81,81
Ryan Woods,61.2,3,72,58,87,86
Ousmane Dramé,61.8,3,68,67,84,87
Raffaele Pucino,51.2,2,63,42,74,75
Luís Martins,54.2,2,69,58,74,68
Nouha Dicko,59.6,3,71,68,80,76
Luka Krajnc,49.2,2,66,59,62,57
Yohan Croizet,58.4,3,71,67,72,79
André Micael,35.8,2,54,25,52,46
Michael Krmenčík,54.0,3,68,70,58,71
Martin Pušić,55.0,2,67,68,71,67
Benedikt Röcker,31.0,2,55,23,33,42
Kemar Roofe,59.2,3,68,66,77,82
Massimo Luongo,58.0,3,71,63,74,79
David Ferreiro,62.8,3,69,65,90,87
Cristian Ramírez,57.8,2,66,52,85,84
Paulo Gazzaniga,29.4,1,20,13,49,64
Guillermo,58.2,2,76,75,66,72
Ruíz de Galarreta,56.8,2,72,55,80,75
Diego Oliveira,53.8,3,73,73,65,55
Ricardo Dias,48.2,2,65,55,59,60
Moritz Bauer,52.8,2,68,65,64,65
Todd Kane,52.0,2,66,59,68,65
Duvier Riascos,57.8,3,67,66,74,79
Vadillo,59.6,4,79,56,72,87
Nildo Petrolina,58.4,3,64,75,73,77
Grant Hall,38.2,2,53,37,44,55
Joãozinho,54.6,2,68,62,68,73
Afonso Taira,53.8,2,65,56,74,72
Rafael Lopes,53.8,2,64,74,65,64
Davy Roef,28.2,1,35,11,49,45
Cuco Martina,49.2,2,61,53,60,70
Patrick Bauer,33.6,2,55,34,34,43
Lobato,60.2,3,75,61,83,79
Dani Nieto,63.4,2,70,69,93,83
Bouna Sarr,56.8,3,74,65,72,70
Jakub Kosecki,67.2,3,71,75,95,92
Bernardo Cruz,39.4,2,59,33,44,59
Fede Vico,60.2,3,70,60,87,81
Florian Raspentino,57.8,2,70,73,71,73
Zinho Gano,44.6,2,72,65,32,52
Sékou Sanogo,55.4,3,72,72,60,70
Gerard Badía,61.0,2,70,66,83,84
Yoann Touzghar,58.8,2,69,74,73,76
Felipe Seymour,57.2,2,69,67,77,71
Fernando Meneses,58.8,4,72,65,75,78
Ahmad Benali,63.8,3,74,72,88,82
Kijera,50.2,2,63,48,69,69
Irureta,21.8,1,13,12,42,41
George Maluleka,56.0,2,71,64,77,66
Quentin Martinus,56.2,3,68,65,64,81
Stuart Dallas,56.4,3,69,69,69,72
Sammy Ameobi,52.8,3,72,61,55,73
Alhassane Bangoura,60.4,4,72,62,77,87
Tommie Hoban,36.4,2,54,27,42,57
Anouar Kali,56.8,3,70,56,80,75
Andrey Galabinov,45.0,3,67,74,33,48
Nenê Bonilha,54.6,3,73,51,73,73
Marcel Franke,31.4,2,57,22,39,37
Lee Jong Ho,57.8,2,69,71,76,71
Sin Jin Ho,52.4,2,65,66,73,56
David Mitov Nilsson,18.8,1,18,14,32,29
Christoffer Nyman,52.4,2,65,68,58,69
Cornel Râpă,47.8,2,60,39,69,69
Lloyd Palun,50.6,3,65,56,69,60
Josh Risdon,50.8,2,64,43,86,59
Daryl Horgan,58.6,4,70,60,80,79
Nadson,38.2,2,65,35,55,34
Igor Coronado,61.8,3,72,66,83,85
Esmael,54.0,3,71,64,62,70
Apostolos Vellios,50.0,2,68,70,49,61
Giorgi Chanturia,58.0,5,80,59,62,84
Navarone Foor,61.2,3,71,64,80,88
Patric,47.6,3,71,69,37,58
Ernest Asante,60.2,2,69,67,73,90
Park Gi Dong,51.0,2,66,74,56,57
Muralha,58.2,3,74,57,79,78
Perry Kitchen,51.2,2,65,47,70,72
Fabian Bordagaray,57.2,3,77,75,68,63
Abdul Khalili,55.2,3,74,58,74,67
Emil Bergström,35.2,2,52,31,46,45
Loïck Landre,47.6,2,59,50,71,56
Akihiro Ienaga,57.8,4,76,65,72,72
Mats Møller Dæhli,60.6,3,75,65,81,79
Noë Dussenne,37.8,2,52,28,50,57
César Quintero,56.4,3,72,58,79,70
Mihály Korhut,52.4,2,68,55,69,68
Denys Kulakov,55.4,3,65,72,70,67
Matt Doherty,52.8,3,70,59,64,68
Fernández,56.4,2,64,55,77,84
Kenny McLean,54.8,3,70,67,61,73
Liam Boyce,54.6,3,65,66,69,70
Michal Ďuriš,53.8,2,68,75,58,66
Michał Kucharczyk,59.4,3,67,68,75,84
Elvis Manu,59.8,3,71,63,83,79
Sven Schipplock,51.6,2,69,68,56,63
Jordan Obita,57.2,3,69,64,72,78
Mejías,30.8,1,28,13,51,61
Soner Aydoğdu,55.2,2,73,64,67,70
Steven Skrzybski,61.0,3,67,68,83,84
Igor Portnyagin,49.8,2,63,70,53,61
Michał Żyro,55.4,3,74,71,52,77
Tendayi Darikwa,54.0,3,67,66,62,72
Youness Mokhtar,60.4,4,75,66,76,81
Nicolai Larsen,19.0,1,19,12,28,35
Roly Bonevacia,57.8,4,71,70,77,67
Johan Kappelhof,48.2,2,67,35,68,69
Colin Coosemans,25.4,1,33,9,37,47
Danilo,59.2,3,70,62,80,81
Waldemar Sobota,62.8,4,70,65,84,91
Sebastian Neumann,35.0,2,58,22,54,39
Marcin Kamiński,50.6,2,65,59,61,66
Rilwan Hassan,60.8,3,69,69,80,83
Hiram Mier,46.8,2,56,45,65,66
Ezequiel Cirigliano,51.2,2,69,46,64,75
Jerson Cabral,60.2,4,75,57,77,88
Connor Goldson,37.0,2,56,30,45,52
Jordi Masip,32.8,1,19,11,63,70
Alexandre Letellier,16.0,1,16,14,17,32
Konstantinos Lamprou,28.2,1,32,8,50,50
Miquel Nelom,61.0,3,70,67,82,83
Enes Sağlik,60.2,3,74,63,85,76
Bryan Linssen,61.6,3,71,73,84,77
Şamil Çinaz,43.0,2,59,49,52,53
Mathias Wittek,36.0,2,54,28,44,52
Arsen Khubulov,51.4,3,74,53,71,56
Ermir Lenjani,53.6,2,67,65,59,75
Stefan Stangl,54.2,2,67,62,67,73
Kim Tae Hwan,59.8,3,70,62,79,85
Kim Bo Kyung,59.2,3,71,71,77,74
Antonio Caracciolo,43.6,2,56,19,69,72
Luke Brattan,52.8,2,69,61,64,68
Anton Tinnerholm,49.0,2,58,54,61,70
Viktor Prodell,52.0,2,66,78,56,58
Jonathan Mensah,38.6,2,55,25,48,63
Tyronne,58.8,4,76,71,68,75
Simone Benedetti,35.4,2,51,25,49,50
Jan Hochscheidt,59.4,3,68,70,81,75
Aday Benítez,59.0,3,77,64,69,82
Vinícius,56.8,3,73,68,66,74
Kévin Bérigaud,57.2,3,72,68,70,73
Romain Amalfitano,57.4,3,71,71,73,69
Jorge Zárate,59.6,2,68,65,84,79
Rodri,63.0,3,77,71,77,87
Daniel Bentley,25.6,1,23,12,41,51
Matěj Vydra,59.2,3,72,76,70,75
Tim Ream,49.0,2,67,40,72,64
Germán,42.6,2,65,40,56,50
Rodrigo Rojas,58.0,3,73,68,72,74
Alessandro Bernardini,33.4,2,52,24,42,47
Pichu Atienza,31.6,2,52,12,39,53
Esteban Alvarado,27.2,1,21,12,44,58
Dan Burn,29.8,2,52,37,26,32
Justin Morrow,51.8,3,60,59,72,65
Ivan Paurević,36.6,2,59,43,30,49
Hanyer Mosquera,34.4,2,52,32,42,44
Andrea Seculin,22.6,1,21,11,37,43
Gabriel Silva,57.2,2,69,63,74,78
Benjamin Leroy,20.2,1,18,9,40,33
Juan Agudelo,55.2,4,70,70,51,81
Emilio Izaguirre,57.2,2,65,59,80,80
Iñigo Pérez,55.4,3,73,57,69,75
Lukas Schmitz,49.6,2,66,59,59,62
Sam Winnall,60.8,2,67,73,83,79
Joao Rojas,60.8,4,67,67,76,90
Yaroslav Godzyur,20.4,1,15,14,28,44
Niccolò Giannetti,58.6,3,70,72,66,82
Juan Carlos,29.8,1,22,12,58,56
Danny Ward,55.4,3,65,69,68,72
Trujillo,44.0,2,57,37,60,64
Joris Delle,18.2,1,15,14,22,39
Marco Paixão,56.2,3,69,73,65,71
Andreas Weimann,54.8,3,70,70,58,73
Julian Börner,44.6,2,56,47,57,61
Thierry Moutinho,58.8,3,70,59,82,80
Jack Hunt,55.0,3,67,65,68,72
Pavel Yakovlev,58.6,2,73,71,75,72
Borja Viguera,54.0,3,75,65,67,60
Pedro Trigueira,26.0,1,10,14,51,54
Thorsten Schick,57.6,2,74,67,72,73
Kelvin Leerdam,57.6,2,71,68,74,73
Morcillo,40.2,2,60,34,51,54
Florin Bérenguer,53.4,3,69,51,74,70
Javi Lara,55.6,2,74,66,69,67
Nicolás Colazo,58.6,3,68,66,79,77
Galán,49.4,2,59,55,64,67
Karl Darlow,34.6,1,27,18,64,63
Ashley Richards,51.6,3,66,57,60,72
Chris Mavinga,49.8,3,71,48,59,68
Christopher Trimmel,52.4,3,67,64,54,74
Scott Malone,54.2,2,67,60,66,76
Jop van der Linden,36.8,2,70,36,44,32
Roderick,33.4,2,57,41,33,34
Patrick Schönfeld,52.8,3,71,64,62,64
Carlos David,39.0,2,49,36,61,47
Grzegorz Kuświk,55.6,3,68,72,68,67
Luis Miguel Rodríguez,58.8,3,74,70,75,72
Tongo Doumbia,52.0,3,70,71,48,68
Edgar Prib,58.8,2,73,69,78,72
Sebastian Polter,50.6,2,66,70,58,57
Gaëtan Charbonnier,56.0,3,76,73,61,67
Dany Nounkeu,43.8,2,65,31,54,67
Timo Perthel,56.2,2,65,66,70,78
Maxime Barthelmé,58.8,3,69,70,81,71
Héctor Rodas,38.2,2,53,40,48,48
Lennart Thy,55.8,3,67,68,68,73
Reinhold Yabo,60.4,3,73,67,79,80
Romaine Sawyers,61.0,3,74,64,80,84
Christopher Buchtmann,60.8,3,73,62,84,82
Gary Gardner,50.6,3,74,63,53,60
Miiko Albornoz,56.8,3,72,58,78,73
Adrian Stoian,63.0,4,76,67,85,83
Marco D'Alessandro,62.6,3,73,61,86,90
Luis Rodríguez,57.0,3,71,61,72,78
Mats Rits,57.4,3,73,65,77,69
Masahiko Inoha,43.4,2,47,33,63,72
Naif Ahmed Hazazi,53.4,3,67,69,55,73
Fabrice N'Sakala,60.0,3,75,66,78,78
Andreas Lambertz,56.8,2,62,63,81,76
Deni Alar,57.6,3,72,76,67,70
Khaleem Hyland,52.0,2,71,63,66,58
Abdisalam Ibrahim,56.6,3,74,71,65,70
Yazalde,54.4,3,68,67,66,68
Marco Silvestri,27.2,1,22,14,34,65
Jasmin Burić,26.4,1,22,15,46,48
Stefan Strandberg,42.8,2,66,30,58,58
Sandro Sirigu,55.0,3,66,68,69,69
Gastón Sauro,34.2,2,56,27,43,43
Ulises Dávila,60.0,3,75,60,79,83
Pedro Quiñonez,54.4,2,70,52,80,68
Graham Zusi,54.6,3,70,74,72,54
Mossa,52.0,2,63,58,65,72
Chris Pontius,57.8,3,68,74,68,76
Mateusz Cetnarski,59.2,3,72,65,78,78
Karim Laribi,60.4,3,71,65,82,81
Ruben Gabrielsen,45.0,2,55,39,63,66
Björn Bergmann Sigurðarson,56.4,3,67,68,63,81
Fredrik Semb Berge,37.0,2,55,35,60,33
Mario Fernández,29.6,1,24,12,54,57
Zargo Touré,44.4,2,59,44,60,57
Abdul Aziz Tetteh,47.4,2,65,60,50,60
Vito Wormgoor,37.0,2,67,27,49,40
Craig Noone,61.6,4,75,65,80,84
William Alves,42.2,2,60,37,55,57
Nikola Vujadinović,35.0,2,60,41,38,34
Erik Falkenburg,54.8,2,73,75,57,67
Paulo Miranda,46.8,2,55,54,62,61
Korey Smith,55.0,2,68,57,78,70
Tengarrinha,45.0,2,67,40,56,60
Abdoul Sissoko,54.8,2,73,66,62,71
Bengali-Fodé Koita,51.4,3,71,69,45,69
Andrea Rispoli,51.2,2,73,59,54,68
Rasmus Jönsson,54.4,2,72,73,53,72
Simone Colombi,27.0,1,23,14,36,61
Ryan Jack,51.8,3,70,45,66,75
Aron Gunnarsson,57.2,2,72,62,74,76
Jamie Murphy,56.8,3,67,66,74,74
Sercan Sararer,59.2,4,71,67,78,76
Sandaza,46.6,3,70,71,41,48
Gaëtan Belaud,56.8,3,64,65,71,81
Samuel Geoffroy Camille,58.0,2,73,54,74,87
Derrick Katuku Tshimanga,59.0,3,70,64,78,80
Xumetra,59.4,3,73,66,78,77
Aaron Meijers,56.6,3,74,66,71,69
Andrea Catellani,60.8,3,72,72,75,82
William Rémy,40.4,2,58,28,56,58
Vincent Sasso,34.4,2,56,22,46,46
Vincent Rüfli,54.8,2,69,70,65,68
Thomas Kaminski,27.2,1,16,18,42,59
Georgios Galitsios,52.6,2,68,59,66,68
Pierrick Valdivia,52.2,2,68,64,56,71
Ante Budimir,50.0,2,69,72,49,58
Emmanuel Rivière,58.8,2,68,72,65,87
Roberto Gutiérrez,54.6,2,69,78,59,65
Felipe,37.4,2,63,26,44,52
Luis Ibáñez,61.2,3,75,65,80,83
Manu Barreiro,56.0,3,76,78,54,69
Maciej Dąbrowski,32.0,2,58,26,34,40
Diallo Guidileye,48.2,2,65,40,61,73
Marcus Olsson,54.8,3,56,58,78,79
Emir Kujović,43.4,2,66,77,32,40
Mervan Çelik,59.0,3,73,65,75,79
George Corral,49.2,2,65,51,62,66
Sergey Parshivlyuk,54.4,2,66,67,73,64
Kirill Kombarov,57.4,2,74,65,70,76
Keirrison,54.6,3,71,69,63,67
Guillermo Molins,58.0,3,73,74,66,74
Miguel Ponce,52.4,2,67,57,68,68
Oswaldo Alanís,41.8,2,60,45,52,50
Javier Cortés,60.6,4,71,71,80,77
Omar Merlo,37.0,2,56,21,49,57
Jacob Butterfield,56.0,3,73,68,69,67
Fabián Monzón,56.4,2,68,59,79,74
Anton Putsila,59.0,4,75,64,77,75
Manucho,54.4,4,70,71,66,61
Óscar Rojas,54.6,2,64,59,75,73
Gevorg Ghazaryan,56.6,3,75,68,67,70
Luke Ayling,52.2,2,64,52,71,72
Federico Macheda,56.6,3,73,68,65,74
Jordon Mutch,54.8,2,73,70,64,65
Nicklas Bärkroth,60.6,4,72,54,87,86
Vincenzo Fiorillo,18.6,1,15,10,35,32
Massimo Volta,40.8,2,52,24,54,72
Johnny Russell,58.4,3,70,69,76,74
Charles,54.8,3,67,55,74,75
Nejmeddin Daghfous,59.2,3,67,66,78,82
Jorge Villafaña,56.8,2,67,64,75,76
Go Yo Han,57.2,3,66,66,84,67
Gabriele Perico,45.0,2,62,39,64,58
Raffaele Bianco,56.4,2,73,63,73,71
Jay Emmanuel-Thomas,48.8,4,69,66,43,62
Funso Ojo,57.6,3,69,64,70,82
Nill De Pauw,57.8,3,73,67,72,74
Licá,58.0,4,72,70,68,76
Teddy Chevalier,57.6,3,65,66,79,75
Héctor Verdés,33.4,2,44,27,56,38
Alexander Grünwald,54.2,3,74,63,67,64
Robert Tesche,55.8,2,72,65,72,68
Jens Grahl,24.8,1,23,13,43,44
David Pollet,48.0,2,62,72,47,57
Georges Mandjeck,51.8,2,63,67,59,68
Anthony Weber,37.4,2,64,36,52,33
Cris,55.0,3,68,64,68,72
Shaleum Logan,53.2,2,66,45,72,81
Oier,24.4,1,20,13,40,48
Wolfgang Hesl,24.2,1,20,11,47,42
Sébastien Bruzzese,26.2,1,33,14,35,48
Thorsten Kirschbaum,19.0,1,19,8,40,27
Daniel Gordon,40.0,2,61,46,41,50
Kermit Erasmus,58.4,3,68,70,74,77
Martin Männel,24.6,1,31,9,38,44
Paulo,55.4,3,69,75,64,66
Kosta Barbarouses,61.4,3,70,71,72,91
Djamel Bakar,59.2,3,71,66,79,77
François Bellugou,47.2,2,71,56,55,52
Karim Aït-Fana,59.8,4,74,67,79,75
Alex Wilkinson,42.2,2,60,50,54,45
Sotiris Ninis,58.4,3,75,65,76,73
Larrys Mabiala,30.4,2,58,21,34,37
Jakob Johansson,50.2,2,68,65,59,57
Tarek Elrich,55.4,2,66,64,74,71
Dinei,52.8,3,72,69,52,68
Tobias Levels,43.6,2,60,43,59,54
William,57.6,3,73,64,73,75
Jermaine Beckford,55.2,3,64,72,63,74
Happy Jele,50.0,2,75,60,50,63
Brecht Capon,56.8,2,64,66,74,78
Robbie Rogers,56.0,3,67,65,72,73
Adel Taarabt,60.8,4,82,66,78,74
Nuno André Coelho,36.0,2,66,32,32,48
Robert Acquafresca,53.2,2,72,72,54,66
Luigi Vitale,57.6,3,70,61,81,73
Tamás Priskin,46.2,3,66,71,43,48
Yoni Buyens,54.4,2,67,72,67,64
Karim Matmour,57.6,3,72,66,72,75
Gabriel Obertan,56.8,4,70,68,63,79
Pär Hansson,25.8,1,20,18,46,44
Łukasz Broź,57.0,2,70,64,80,69
Bellvis,60.6,2,71,53,89,88
Julian Schuster,45.2,2,68,56,49,51
Stephan Fürstner,55.8,2,70,59,74,74
Dimitar Rangelov,58.2,3,68,76,74,70
Adam Bodzek,47.4,2,63,44,63,65
Robert Strauß,55.2,2,65,52,80,77
Antony Robic,55.2,2,74,74,59,67
Adam Rooney,53.6,2,64,70,67,65
Luis Pedro Figueroa,55.4,2,73,68,59,75
Marcus Pedersen,56.0,3,64,74,68,71
Edwin Valencia,46.6,2,68,44,60,59
Jorge Bava,24.0,1,11,15,58,35
Filipe Gonçalves,53.0,2,72,65,59,67
Pablo Escobar,56.8,3,67,76,68,70
Jung Sung Ryong,17.2,1,14,14,43,14
Tomané,54.8,2,68,72,70,62
Tom De Sutter,40.8,3,68,67,32,34
Filip Hološko,54.2,3,68,70,64,66
Didier Ovono Ebang,29.2,1,20,15,56,54
Sam Baldock,62.6,3,73,73,83,81
Rhys Williams,45.8,2,62,50,59,56
Stephen Quinn,63.8,3,72,65,90,89
Jason Pearce,40.4,2,47,37,59,57
Tom Clarke,40.2,2,44,29,67,59
Giles Barnes,55.6,4,69,68,68,69
Marco Knaller,18.2,1,14,12,26,38
Máyor,47.4,2,63,79,45,48
Manolo Reina,28.6,1,18,9,58,57
Esteban Dreer,19.6,1,14,11,23,49
Mahamadou N'Diaye,40.6,2,57,20,68,56
Lewis Grabban,55.6,3,68,66,64,77
Brett Pitman,57.0,3,70,69,73,70
Claudio Bieler,59.2,2,71,73,73,77
Baptiste Martin,43.0,2,66,36,55,56
Jonathan Pereira,64.0,3,70,79,87,81
David Fuster,54.6,3,70,71,70,59
Juan Carlos,31.0,1,12,13,61,68
Edgar Castillo,60.0,3,70,69,74,84
Nicola Belmonte,41.4,2,49,39,60,57
Francis N'Ganga,49.8,2,64,36,73,74
Yann Kermorgant,49.2,2,69,67,58,50
Scott Golbourne,54.8,2,66,55,76,75
Stephen Gleeson,55.6,2,69,59,75,73
Ben Turner,29.8,2,51,32,33,31
Jacques Maghoma,60.8,3,68,59,83,91
Jonathan Grounds,45.4,2,64,46,53,62
Lee Peltier,49.8,3,63,56,71,56
