Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Óscar Hernández,49.42857142857143,43,3,59,58,61,62,60
Gaspar Iñíguez,46.0,49,3,68,43,63,45,51
Augusto Barrios,48.142857142857146,70,3,66,58,60,36,44
Alejandro Bernal,42.714285714285715,55,2,59,26,54,57,46
Stefan Medina,43.714285714285715,68,3,50,49,40,40,56
Cristian Bonilla,15.0,17,2,17,11,18,19,21
Javier López,38.714285714285715,76,2,68,25,24,36,40
Andrés Correa,31.428571428571427,73,3,36,22,25,28,33
César Valenzuela,43.857142857142854,34,4,55,58,55,48,53
Alejandro Contreras,41.42857142857143,76,3,41,48,36,42,44
Jean Carlos Blanco,56.42857142857143,59,3,66,75,67,58,67
Valber Huerta,29.428571428571427,72,2,36,16,19,27,34
Víctor Castillo,46.285714285714285,50,3,67,38,59,60,47
Deivy Balanta,29.0,61,3,40,17,24,26,32
Raúl Loaiza,39.0,62,3,50,32,57,33,36
Julián Quiñones,41.857142857142854,79,2,66,21,41,49,35
César Arias,59.285714285714285,71,4,66,70,68,67,69
Nicolás Carreño,39.0,53,2,53,24,38,66,37
Juan Cabezas,47.714285714285715,68,3,68,46,69,36,44
Dávinson Monsalve,31.285714285714285,75,4,38,25,18,22,37
Édinson Palomino,52.857142857142854,39,4,73,65,67,59,63
Yonatan Murillo,35.714285714285715,58,2,58,22,25,26,59
Linus Wahlqvist,41.142857142857146,62,2,72,29,62,31,30
Sam Gallagher,54.42857142857143,77,3,72,68,60,40,61
Baptiste Guillaume,51.714285714285715,72,4,72,68,58,29,59
Alberto Cerri,51.42857142857143,72,2,73,71,56,26,60
Luis Valenzuela,58.42857142857143,59,3,71,64,73,71,68
Bismar Acosta,42.0,68,3,64,35,53,34,37
Hervin Ongenda,45.142857142857146,56,3,61,61,43,38,54
James Wilson,53.0,62,4,67,70,59,42,67
Simon Gustafson,51.57142857142857,37,4,70,66,69,65,50
Marco Medel,58.714285714285715,54,3,72,64,73,76,69
Babacar Sarr,45.857142857142854,73,4,69,42,56,37,40
Facundo Píriz,43.57142857142857,52,3,54,33,53,54,56
Robin Šimović,56.285714285714285,72,2,74,71,55,59,61
Roman Zobnin,45.714285714285715,52,3,52,35,66,59,53
Mauricio Sperduti,50.714285714285715,62,3,76,65,66,35,48
Stefan Lex,50.142857142857146,55,4,63,69,60,43,57
Jordan Marié,34.42857142857143,48,3,37,36,54,29,34
Jón Daði Böðvarsson,55.714285714285715,65,4,67,67,69,56,62
Mauro Caballero,54.57142857142857,75,4,67,70,56,40,70
Kevin Harbottle,48.857142857142854,47,3,69,58,57,57,51
Omar Gaber,49.285714285714285,63,3,73,52,62,46,46
Fernando Aristeguieta,57.57142857142857,79,3,68,72,65,49,67
Andrew Farrell,41.857142857142854,49,2,61,46,51,53,31
Carlos Cisneros,53.857142857142854,56,4,71,64,75,49,58
Luca Garritano,53.0,54,3,66,68,65,50,65
Roberto Insigne,53.142857142857146,59,2,59,62,64,67,59
Robin Ramírez,55.857142857142854,61,3,70,65,65,63,64
Richairo Živković,54.142857142857146,63,4,75,66,67,41,63
Julian Green,51.42857142857143,55,4,63,67,60,53,58
Julian Michel,55.857142857142854,57,3,67,51,72,73,68
Alejandro Meleán,49.857142857142854,75,3,73,20,49,66,63
Brian Idowu,38.285714285714285,51,3,39,39,43,40,53
Rani Khedira,42.57142857142857,66,3,58,33,51,41,46
René Vollath,12.428571428571429,14,3,18,9,12,12,19
Marco Hartmann,49.42857142857143,69,3,76,51,57,40,50
Phil Ofosu-Ayeh,40.57142857142857,59,3,58,44,44,36,40
Rico Benatelli,52.142857142857146,45,4,71,58,68,56,63
Jeong Woon,36.285714285714285,55,3,53,19,17,63,44
Sheldon Bateau,34.714285714285715,74,3,56,22,24,29,35
Andrea Schiavone,46.285714285714285,46,3,61,34,58,66,56
Lucas Domínguez,33.57142857142857,72,2,39,29,32,23,38
Michał Kopczyński,42.0,52,3,53,50,55,33,48
Declan John,48.285714285714285,56,3,71,50,53,46,59
Lucas Woudenberg,34.857142857142854,54,3,41,29,34,39,44
Lévy Madinda,48.0,54,3,79,44,59,48,49
Callum McGregor,49.142857142857146,42,3,65,65,66,45,58
Olarenwaju Kayode,53.0,63,2,67,70,62,42,65
Svetoslav Dyakov,48.0,65,4,66,42,54,55,50
Ben Osborn,50.714285714285715,47,2,70,55,69,70,42
Leandrinho,50.714285714285715,49,3,68,51,61,66,57
Niko Gießelmann,49.57142857142857,55,3,64,45,52,69,59
Francesco Fedato,54.285714285714285,58,3,74,62,65,58,60
Emiliano Marcondes,52.42857142857143,53,4,66,68,63,62,51
Nikolay Zaytsev,40.57142857142857,73,3,53,35,48,31,41
Paul Reulet,15.142857142857142,18,3,19,17,12,13,24
Lucas João,52.285714285714285,78,3,75,68,58,34,50
Christian Kouakou,52.714285714285715,59,2,63,70,65,45,65
Mathias Abero,50.142857142857146,76,2,64,54,55,48,52
Pape Paye,36.714285714285715,46,3,55,31,33,42,47
Abdulaziz Al Jebreen,53.42857142857143,61,3,63,67,68,55,57
Léo Itaperuna,52.285714285714285,64,4,67,66,63,35,67
Khalid Boutaïb,55.42857142857143,73,3,75,75,67,29,66
Diamantis Chouchoumis,46.142857142857146,45,3,69,50,66,55,35
João Teixeira,47.42857142857143,38,3,58,60,61,56,56
De Tomás,61.857142857142854,62,3,80,66,74,73,75
Denis Linsmayer,44.42857142857143,62,2,51,45,69,37,45
Patrick Ziegler,34.0,66,3,47,30,25,26,41
Michael Hefele,42.42857142857143,70,3,54,39,34,39,58
Daniele Sciaudone,50.714285714285715,50,3,64,56,64,60,58
Brilliant Khuzwayo,13.714285714285714,12,2,21,14,13,12,22
Marquinhos Pedroso,33.857142857142854,55,2,36,28,32,38,46
Brito,54.142857142857146,60,4,71,61,58,63,62
Florian Tardieu,51.42857142857143,62,3,63,60,66,61,45
Darío Burbano,53.42857142857143,51,3,67,61,67,65,60
Carlo Mammarella,52.714285714285715,52,2,69,36,67,76,67
Muamer Tanković,54.714285714285715,59,4,70,62,62,56,70
Hadi Sacko,50.0,49,3,71,67,54,45,61
Mouez Hassen,14.285714285714286,16,2,18,15,14,14,21
Wagner,54.0,53,4,65,64,65,61,66
Adam Frączczak,57.42857142857143,71,4,65,67,62,63,70
Renaud Ripart,49.857142857142854,57,3,64,71,56,29,69
Mateusz Matras,43.42857142857143,66,3,64,49,49,32,41
Mustafa Saymak,49.57142857142857,39,3,70,66,69,38,62
Chris Maxwell,13.714285714285714,15,3,18,11,16,13,20
Panagiotis Vlachodimos,52.0,60,3,60,63,61,61,56
Thom Haye,50.42857142857143,50,4,64,48,66,70,51
Jules Iloki,41.857142857142854,29,3,70,51,57,37,46
Florent Mollet,46.142857142857146,32,3,54,53,58,67,56
Yahia Sulaiman Al Shehri,51.57142857142857,46,3,69,56,63,63,61
Awadh Khamis Al Faraj,43.142857142857146,48,4,58,46,61,41,44
Shaya Ali Sharahili,38.142857142857146,45,3,53,35,56,35,40
Quentin Bernard,49.142857142857146,58,3,68,56,53,59,47
Andrés Romero,52.0,49,4,69,61,62,58,61
Julian Schauerte,43.57142857142857,57,4,48,31,43,59,63
Danny Blum,53.714285714285715,50,3,70,64,74,71,44
Tony Watt,53.142857142857146,59,3,73,67,69,33,68
Rober Correa,40.142857142857146,55,3,64,38,36,44,41
Filip Starzyński,54.57142857142857,35,3,69,56,73,77,69
Dominik Furman,51.857142857142854,60,4,71,52,65,56,55
Hördur Magnússon,46.142857142857146,66,3,65,25,65,60,39
Frédéric Gounongbe,57.142857142857146,76,3,74,70,64,38,75
Roberto Punčec,33.285714285714285,68,3,52,26,22,23,39
Lukas Spendlhofer,51.57142857142857,64,3,66,40,59,65,64
Juanto,54.0,59,3,74,69,61,44,68
Daniel Bessa,52.0,41,4,70,55,66,69,59
Kasper Larsen,33.714285714285715,72,2,50,24,29,22,37
Andy Yiadom,43.285714285714285,49,3,55,56,49,42,49
Danny Ward,14.571428571428571,13,3,25,11,16,14,20
Alexy Bosetti,56.285714285714285,55,4,67,70,71,59,68
Mateusz Mak,50.142857142857146,53,4,56,65,66,56,51
Anthony Jung,55.714285714285715,65,3,81,52,66,73,50
Nathan Júnior,53.142857142857146,64,3,68,70,60,46,61
Aaron Maund,38.57142857142857,68,3,59,39,42,27,32
Pablo Nicolás Caballero,55.42857142857143,81,4,72,71,59,29,72
Mehdi Zeffane,51.57142857142857,56,3,78,54,63,47,60
Amos Youga,45.0,69,3,48,45,56,59,35
Anastasios Karamanos,55.857142857142854,66,3,77,73,64,45,63
Alhassan Kamara,53.714285714285715,54,3,78,69,63,37,72
Stefan Thesker,38.285714285714285,68,3,58,29,34,31,45
Luis Silva,59.0,59,3,70,69,71,72,69
Mikael Ishak,53.42857142857143,67,5,76,69,64,30,63
Philipp Hofmann,53.142857142857146,76,2,80,65,62,31,56
Carlos Labrín,35.0,67,2,48,22,37,28,41
Solly March,51.714285714285715,35,2,74,61,71,64,55
Giorgos Katsikas,40.142857142857146,70,2,66,45,39,27,32
Matúš Putnocký,15.428571428571429,15,2,17,13,23,17,21
Ernestas Šetkus,15.571428571428571,21,2,15,15,20,13,23
Marcus Antonsson,52.57142857142857,63,4,68,70,63,31,69
Isaac Hayden,40.57142857142857,54,4,52,47,40,38,49
Patric,48.57142857142857,69,3,63,49,57,48,51
Jacob Murphy,51.42857142857143,31,3,71,64,72,66,53
Igor Vetokele,53.42857142857143,66,3,66,71,62,39,67
Harrison Reed,44.142857142857146,46,3,58,49,53,51,49
Isaac Kiese Thelin,51.42857142857143,72,3,64,70,58,35,58
Rafinha,50.857142857142854,62,3,71,57,61,54,48
Onur Bulut,45.57142857142857,40,4,63,61,58,40,53
Esteban Andrada,13.285714285714286,13,2,17,14,13,15,19
Gaston Brugman,52.142857142857146,51,3,67,48,59,70,67
Alessandro Longhi,46.285714285714285,55,3,71,40,65,40,50
Giuseppe De Luca,52.42857142857143,47,3,71,70,63,55,58
Cristian Insaurralde,57.285714285714285,66,3,71,69,65,57,70
Tebogo Langerman,50.142857142857146,46,3,69,42,75,67,49
Sandy Walsh,37.857142857142854,67,3,44,22,25,47,57
Immanuel Höhn,34.57142857142857,65,3,36,30,31,35,42
Jack Price,38.42857142857143,46,3,47,37,41,45,50
Dave Bulthuis,32.285714285714285,77,3,49,22,24,21,30
Brahim Darri,48.57142857142857,45,2,68,59,65,41,60
Álvaro Lemos,51.57142857142857,59,3,58,57,59,55,70
Nicola Bellomo,50.714285714285715,40,3,67,60,69,72,44
André Weis,13.571428571428571,13,2,23,9,14,15,19
Wojciech Golla,37.57142857142857,66,2,45,29,38,37,46
Mattia Valoti,51.857142857142854,43,4,64,55,73,65,59
Cristiano,18.142857142857142,17,2,35,15,20,17,21
Mamadou Kone,53.285714285714285,51,3,77,69,60,56,57
Adrián Ortolá,17.428571428571427,16,3,31,14,17,12,29
Ondřej Petrák,36.714285714285715,71,3,51,30,48,24,30
Marco Bueno,53.0,70,3,65,66,58,51,58
Gary Mackay-Steven,48.285714285714285,47,4,67,60,65,40,55
Joan Román,49.142857142857146,46,2,63,60,59,59,55
Stefan Schwab,56.57142857142857,67,4,68,63,69,60,65
Mats Seuntjens,54.57142857142857,66,4,69,70,66,48,59
Michele Pellizzer,31.857142857142858,64,3,57,13,49,18,19
Kevin Stöger,49.0,45,3,65,57,60,65,48
Joe Ralls,51.142857142857146,37,2,70,61,69,67,52
Pape Maly Diamanka,48.42857142857143,56,3,81,48,65,45,41
Fabio Lucioni,36.285714285714285,63,3,35,33,26,47,47
Yanic Wildschut,55.714285714285715,53,2,86,60,63,61,65
Hilario Navarro,15.428571428571429,15,3,18,14,14,25,19
Edwin Gyasi,48.285714285714285,51,2,70,64,65,42,44
Craig Forsyth,53.142857142857146,70,3,69,61,66,53,50
Dino Arslanagic,33.857142857142854,71,3,63,24,26,16,34
Aleksandar Trajkovski,58.42857142857143,61,4,71,69,70,65,69
Pelé van Anholt,49.0,65,3,79,43,49,45,59
Cristian Herrera,57.42857142857143,65,2,74,67,63,58,73
Marcello Trotta,54.57142857142857,74,4,67,71,62,49,55
Thomas Guerbert,54.57142857142857,64,3,64,55,60,68,68
Doke Schmidt,43.285714285714285,60,3,69,35,56,38,42
Jurgen Mattheij,40.142857142857146,77,3,48,38,45,34,36
Valentín Viola,57.857142857142854,65,3,73,64,70,66,64
Christopher Dibon,32.142857142857146,67,3,23,42,24,27,39
Dirk Orlishausen,12.285714285714286,8,3,18,6,13,16,22
Nils Teixeira,47.285714285714285,47,3,65,39,56,61,60
Paul Delecroix,12.571428571428571,10,4,24,8,12,8,22
Alfredo Donnarumma,57.142857142857146,65,3,64,73,68,57,70
Luigi Castaldo,56.42857142857143,70,2,69,71,57,51,75
Jiří Skalák,56.285714285714285,55,3,68,62,61,75,70
Florian Hübner,39.714285714285715,73,3,62,40,35,21,44
Derrick Williams,32.142857142857146,67,3,37,30,20,28,40
Gustav Valsvik,48.714285714285715,68,3,69,48,59,61,33
Cristian Nazarit,62.0,73,4,83,68,62,67,77
Georg Teigl,48.42857142857143,59,3,59,59,55,48,56
Thomas Monconduit,45.42857142857143,59,3,60,46,49,49,52
Michael O'Halloran,51.142857142857146,52,3,70,65,64,40,64
Kevin Müller,14.0,13,3,18,13,15,16,20
Cristian Battocchio,52.285714285714285,49,3,71,60,68,54,61
Emiliano Martinez,23.0,26,3,28,16,26,20,42
Armando Zamorano,55.285714285714285,63,4,71,57,68,60,64
Ondřej Vaněk,57.857142857142854,68,4,75,55,69,68,66
Adam Taggart,51.714285714285715,50,3,69,71,71,38,60
Anton Kochenkov,12.857142857142858,15,3,23,11,12,12,14
Luis Felipe,49.142857142857146,59,3,77,42,64,49,50
Aníbal Capela,35.57142857142857,72,3,38,19,24,45,48
William,57.285714285714285,67,3,69,69,65,58,70
Facundo Quignon,45.857142857142854,59,3,59,48,57,44,51
Nicolai Næss,49.857142857142854,64,3,74,35,59,63,51
Lee Seung Gi,56.142857142857146,57,5,62,65,66,72,66
Akaki Gogia,55.285714285714285,49,4,75,63,71,65,60
Matthías Vilhjálmsson,54.714285714285715,76,3,69,67,63,46,59
Saborit,45.57142857142857,65,2,54,40,59,46,53
Daniel Johnson,54.42857142857143,40,3,67,66,73,66,66
Gershon Koffie,50.42857142857143,65,2,70,53,66,46,51
Pierre Sagna,42.57142857142857,55,2,56,38,41,58,48
Salvatore D'Elia,41.42857142857143,65,4,62,41,42,32,44
Jakob Ankersen,51.0,46,2,71,57,65,62,54
Manuel Torres,45.714285714285715,38,4,65,57,50,58,48
Ádám Pintér,45.285714285714285,72,3,71,36,35,48,52
Cyrus Christie,40.0,62,2,47,42,43,35,49
Alexander Merkel,53.57142857142857,54,4,66,56,69,73,53
Nick Marsman,13.285714285714286,11,3,11,13,11,20,24
Javi Álamo,46.285714285714285,48,3,62,48,51,52,60
Alex Albístegui,46.285714285714285,55,4,59,49,52,56,49
Daniel Chima Chukwu,54.857142857142854,80,3,63,64,60,49,65
Maciej Makuszewski,53.285714285714285,45,3,74,66,69,57,59
Gregor Breinburg,49.714285714285715,55,3,66,51,58,55,60
Jason Lowe,49.857142857142854,55,3,63,37,61,68,62
Jens Naessens,53.857142857142854,68,2,73,63,65,49,57
Marco Pérez,60.285714285714285,67,3,79,70,67,69,67
Sonny Kittel,51.714285714285715,50,5,57,62,59,69,60
Kamil Agalarov,40.857142857142854,46,3,45,48,53,48,43
Pedro Moreira,50.285714285714285,63,3,72,51,62,50,51
Jonathan Ligali,12.571428571428571,14,3,25,10,10,13,13
Jonas Knudsen,45.857142857142854,62,3,70,25,64,56,41
Ángel Sepúlveda,56.57142857142857,67,3,71,65,65,59,66
Jorge Teixeira,44.714285714285715,72,3,44,37,33,57,67
Franco Arizala,55.57142857142857,64,3,71,65,63,57,66
Glynor Plet,55.857142857142854,73,3,70,70,64,47,64
César Soriano,36.142857142857146,38,2,47,34,21,59,52
Abdoulaye Bamba,40.285714285714285,61,3,50,28,53,49,38
Haris Radetinac,46.57142857142857,34,2,63,60,61,56,50
Jack Robinson,37.0,56,3,43,36,38,40,43
Juan Muñiz,59.0,47,2,79,59,71,85,70
João Pereira,44.57142857142857,65,3,55,38,41,62,48
Fredrik Oldrup Jensen,46.285714285714285,60,3,61,51,59,58,32
Nadir Çiftçi,58.142857142857146,66,4,77,67,68,59,66
Joe Corona,56.57142857142857,67,3,72,63,66,64,61
Javi Jiménez,13.714285714285714,17,2,23,12,11,11,20
Josh McEachran,52.285714285714285,44,2,70,65,68,55,62
Kenneth Zohore,54.42857142857143,71,3,76,69,59,58,45
Luis Ángel Mendoza,51.57142857142857,54,3,66,58,63,53,64
Franck Etoundi,51.714285714285715,68,3,67,64,52,47,61
Greg Garza,48.42857142857143,64,2,61,49,53,56,54
Jona,55.57142857142857,70,3,68,71,60,49,68
Teddy Mézague,32.714285714285715,71,2,31,31,38,21,35
Mads Hvilsom,51.142857142857146,70,3,64,65,59,38,59
Jacques Zoua,51.42857142857143,64,3,71,69,59,43,51
Gonzalo Castellani,61.714285714285715,68,3,80,62,72,75,72
Alexander Kačaniklić,52.57142857142857,61,4,65,63,59,62,54
Liam Palmer,51.42857142857143,59,3,64,54,62,60,58
Andrés Túñez,34.57142857142857,67,2,69,16,21,38,29
Sergey Chepchugov,12.142857142857142,14,3,15,15,12,11,15
Steven Beitashour,45.285714285714285,49,2,64,52,54,59,37
Leandro Marín,44.42857142857143,72,3,61,49,48,28,50
Mark van der Maarel,37.857142857142854,55,3,58,34,42,40,33
Darryl Lachman,44.285714285714285,59,3,68,43,37,56,44
Simon Makienok,56.42857142857143,83,2,70,66,64,38,72
Sam Morsy,46.0,47,3,60,53,60,55,44
Cedrick,46.142857142857146,42,4,64,49,54,56,54
Tony Tchani,50.857142857142854,59,3,70,58,57,54,55
Angel Martínez,47.142857142857146,51,3,63,43,52,57,61
Miquel,33.714285714285715,70,3,57,18,21,24,43
Yaya Sanogo,52.857142857142854,73,3,75,67,50,41,61
Marlon Pack,53.714285714285715,60,3,73,52,56,68,64
Írven Ávila,58.714285714285715,59,3,74,70,65,73,67
Yulián Anchico,53.57142857142857,63,3,71,48,70,61,59
Cheick Doukouré,46.285714285714285,61,3,60,52,62,44,42
Lucien Owona,44.142857142857146,69,3,55,45,52,40,45
Fabien Farnolle,11.857142857142858,12,2,16,10,10,15,18
Matej Delač,13.142857142857142,14,2,14,14,12,17,19
Marko Milinković,53.285714285714285,42,3,74,63,68,60,63
Iván González,28.571428571428573,70,3,39,15,15,29,29
Dani Toribio,45.42857142857143,46,3,69,31,59,56,54
António Filipe,12.571428571428571,15,2,20,11,14,14,12
Florent Hanin,28.714285714285715,49,3,37,16,24,49,23
Jakob Ahlmann,44.57142857142857,56,2,59,40,51,62,42
Izunna Arnest Uzochukwu,46.714285714285715,53,3,71,48,64,48,40
Fredrik Ulvestad,55.42857142857143,47,3,71,63,66,64,74
Michael Jacobs,54.0,51,3,64,56,65,72,67
Matteo Ciofani,29.571428571428573,62,4,45,13,32,29,22
Peniel Mlapa,55.142857142857146,65,3,75,69,65,45,64
Petar Skuletic,57.142857142857146,79,3,69,74,73,32,70
Shaun Hutchinson,28.714285714285715,67,3,54,17,12,35,13
Sebastián Prediger,56.714285714285715,69,3,72,55,69,71,58
André Santos,55.285714285714285,56,3,76,58,74,66,54
Zequinha,58.42857142857143,66,3,73,65,71,62,69
Barış Başdaş,38.0,71,2,50,30,32,38,43
Nicolò Brighenti,38.285714285714285,75,3,47,24,39,32,48
Sebastian Mielitz,13.428571428571429,19,3,20,12,13,11,16
Thomas Schrammel,42.42857142857143,51,2,51,54,52,38,49
Anthony Gonçalves,44.57142857142857,36,4,59,30,56,66,61
Milan Lukač,12.857142857142858,12,2,14,14,12,21,15
Riad Nouri,51.857142857142854,56,3,65,71,65,47,56
Fanol Përdedaj,41.857142857142854,56,3,58,43,50,51,32
Erbín Trejo,52.142857142857146,54,3,69,61,70,58,50
Matilla,56.57142857142857,59,4,65,47,69,72,80
Kassim Abdallah,30.857142857142858,67,2,44,21,22,31,29
Mensur Mujdža,46.142857142857146,60,3,66,37,51,56,50
Jordi Figueras,33.57142857142857,70,4,56,19,22,38,26
Marc Mateu,50.0,44,3,59,62,57,59,66
Tim Heubach,33.0,72,3,50,21,20,30,35
Mohammed Abubakari,47.42857142857143,45,2,65,41,60,55,64
Lee Novak,59.142857142857146,66,4,73,69,70,61,71
Marco Stiepermann,57.57142857142857,63,2,78,65,70,67,58
Ignacio Canuto,46.285714285714285,72,3,65,38,50,45,51
Giedrius Arlauskis,12.285714285714286,15,2,15,14,12,17,11
Magno,58.285714285714285,58,3,63,66,64,74,80
Joseph Baffo,32.857142857142854,70,3,52,28,23,29,25
José Antonio Rodríguez,13.0,11,3,24,11,10,11,21
Jens Wemmer,47.285714285714285,61,3,65,51,50,55,46
Sören Brandy,52.42857142857143,61,3,71,67,61,55,49
Unai Medina,51.42857142857143,53,3,77,48,55,61,63
Samba Sow,41.714285714285715,58,3,64,37,55,25,50
Harlee Dean,34.42857142857143,70,3,60,25,30,32,21
A.J. DeLaGarza,44.0,60,3,53,49,36,55,52
Markus Holgersson,31.571428571428573,66,2,33,35,32,28,25
Ousmane Coulibaly,39.714285714285715,64,3,60,44,52,28,27
Miguel Ángel Martínez,47.57142857142857,69,3,68,46,60,60,27
Stefan Frei,14.428571428571429,12,2,23,17,12,15,20
Pedro Sánchez,53.857142857142854,32,3,78,63,74,69,58
Kristoffer Tokstad,54.57142857142857,58,3,68,65,64,63,61
Joe Bennett,42.857142857142854,63,3,65,35,28,61,45
John Brayford,41.0,71,3,59,36,43,39,36
Chris Tierney,55.42857142857143,61,3,77,50,60,75,62
Lamine Gassama,40.0,58,2,47,35,36,43,59
Marcin Budziński,51.714285714285715,59,3,71,63,65,57,44
Renan Foguinho,44.0,55,3,60,36,58,50,46
Marley Watkins,46.714285714285715,64,3,63,67,53,44,33
Martyn Woolford,53.57142857142857,58,3,70,64,64,53,63
Alparslan Erdem,36.714285714285715,53,2,47,34,41,36,44
Chris Solly,33.857142857142854,60,3,27,36,43,30,38
Dennis Daube,51.0,48,4,61,59,63,68,54
Liam Cooper,35.285714285714285,68,3,52,26,38,26,34
Gianluca Litteri,55.42857142857143,73,3,64,72,52,59,65
Cillian Sheridan,56.0,70,3,72,70,63,44,70
John Fleck,54.857142857142854,44,3,73,59,66,69,70
Sebastian Eriksson,49.57142857142857,51,3,54,46,64,62,67
Jørgen Skjelvik,46.857142857142854,50,3,65,51,53,60,46
Joel Ekstrand,36.285714285714285,67,3,40,27,36,40,41
Rodrigo Salinas,55.714285714285715,61,3,72,53,67,61,73
Alexandre Coeff,47.857142857142854,71,3,59,45,47,51,59
Pasquale Schiattarella,53.0,60,4,70,57,67,56,57
Fábinho,45.142857142857146,56,2,50,56,53,39,60
Manuel Iori,54.285714285714285,63,3,66,41,69,65,73
Maurice Dalé,53.714285714285715,64,3,69,68,62,45,65
Mustapha Yatabaré,57.42857142857143,72,3,79,66,69,46,67
Abdoul Karim Yoda,48.285714285714285,50,3,71,63,53,49,49
Éder,50.42857142857143,62,2,61,71,63,46,48
Francesco Bolzoni,47.42857142857143,65,2,71,45,65,50,34
Júnior Díaz,48.857142857142854,73,2,59,43,53,58,54
Ariel Borysiuk,51.714285714285715,52,3,78,52,71,59,47
Pavel Golyshev,58.142857142857146,61,3,70,64,67,69,73
Nikita Burmistrov,54.142857142857146,73,3,69,68,65,40,61
Shin Hyung Min,57.0,58,5,85,46,70,67,68
Will Buckley,53.142857142857146,47,4,63,67,68,53,70
Freddie Sears,57.0,62,3,67,67,66,69,65
Seo Sang Min,55.285714285714285,60,4,68,65,63,62,65
Abdou Traoré,50.0,60,3,66,63,61,49,48
Wilfried Moimbé,37.714285714285715,46,2,46,36,44,39,51
Benjamin Mokulu,51.57142857142857,71,4,71,63,53,43,56
William Yarbrough,15.571428571428571,14,3,25,17,16,12,22
Enrique Meza,43.285714285714285,68,3,55,38,37,47,55
Christopher Nöthe,54.0,65,4,71,69,59,41,69
Sean Franklin,51.285714285714285,66,2,71,50,55,62,53
Elliott Bennett,52.714285714285715,38,3,70,60,69,65,64
René,17.142857142857142,17,2,23,18,17,22,21
Sean Scannell,51.42857142857143,56,3,61,64,62,58,56
Vegar Eggen Hedenstad,49.857142857142854,52,3,78,46,53,72,45
Matty James,52.857142857142854,63,4,72,59,58,62,52
Ched Evans,60.42857142857143,66,3,76,67,70,72,69
Even Hovland,26.142857142857142,66,3,30,20,26,23,15
Demar Phillips,46.57142857142857,49,2,68,47,53,53,54
Adil Auassar,58.0,65,3,84,54,72,64,64
Kike Sola,57.0,78,3,68,67,61,59,63
Mihail Aleksandrov,47.57142857142857,40,4,63,66,63,66,31
Fabián Espíndola,58.57142857142857,61,4,76,68,64,68,69
Jean-Pascal Fontaine,47.285714285714285,40,3,68,60,55,65,40
Kim Kwang Suk,38.0,62,4,48,38,41,30,43
Sander Fischer,43.285714285714285,65,3,61,23,44,46,61
Denis Tonucci,36.0,61,2,42,31,42,32,42
Jan Lecjaks,48.57142857142857,57,2,69,47,56,64,45
Christian Schneuwly,50.0,40,3,68,67,66,51,55
Mix Diskerud,54.285714285714285,59,4,70,63,64,61,59
Gianni Bruno,52.857142857142854,72,3,59,67,58,53,58
Matthieu Dreyer,11.571428571428571,14,3,16,10,14,13,11
Ryan Koolwijk,57.57142857142857,68,4,74,45,65,71,76
